Original|Translated
Mirage Raceway|Illusionenrennbahn
Frostsaber Rock|Frostsäblerfelsen
The Hidden Grove|Der Versteckte Hain
Timbermaw Post|Holzschlundposten
Winterfall Village|Lager der Winterfelle
Frostfire Hot Springs|Die Frostfeuerquellen
Ice Thistle Hills|Eisdistelberge
Frostwhisper Gorge|Frosthauchschlucht
Owl Wing Thicket|Eulenflügeldickicht
Lake Kel'Theril|Kel'Therilsee
The Ruins of Kel'Theril|Die Ruinen von Kel'Theril
Starfall Village|Sternfall
Ban'Thallow Barrow Den|Grabhügel von Ban'Thallow
Everlook|Ewige Warte
Darkwhisper Gorge|Die Flüsternde Schlucht
Deeprun Tram|Die Tiefenbahn
The Fungal Vale|Das Fungustal
The Marris Stead|Marris' Siedlung
The Undercroft|Das Tiefgewölbe
Darrowshire|Darroheim
Crown Guard Tower|Turm der Kronenwache
Corin's Crossing|Corins Kreuzung
Death Cultist Base Camp|Basislager der Todeskultisten
Tyr's Hand|Tyrs Hand
The Scarlet Basilica|Die Scharlachrote Basilika
Light's Hope Chapel|Kapelle des Hoffnungsvollen Lichts
Browman Mill|Braumanns Mühle
The Noxious Glade|Das Giftige Tal
Eastwall Tower|Ostwallturm
Northdale|Nordtal
Northpass Tower|Nordpassturm
Quel'Lithien Lodge|Jagdhütte Quel'Lithien
Plaguewood|Der Pestwald
Scourgehold|Geißelfeste
Darrowmere Lake|Darromersee
Caer Darrow|Darrowehr
Thistlefur Village|Lager der Distelfelle
The Quagmire|Der Morast
Windbreak Canyon|Schlucht der Heulenden Winde
South Seas|Die Südlichen Meere
Razor Hill Barracks|Kaserne von Klingenhügel
Bloodtooth Camp|Blutreißers Lager
Forest Song|Waldeslied
Greenpaw Village|Laubtatzenlichtung
Silverwing Outpost|Außenposten der Silberschwingen
Nighthaven|Nachthafen
Shrine of Remulos|Schrein von Remulos
Stormrage Barrow Dens|Sturmgrimms Grabhügel
The Black Morass|Der Schwarze Morast
Old Hillsbrad Foothills|Vorgebirge des Alten Hügellands
Southshore|Süderstade
Hillsbrad Fields|Die Felder des Hügellands
Southpoint Tower|Südwachtturm
Ranazjar Isle|Die Insel Ranazjar
Kormek's Hut|Kormeks Hütte
Shadowprey Village|Schattenflucht
Blackrock Pass|Schwarzfelspass
Morgan's Vigil|Morgans Wacht
Slither Rock|Schlitterfels
Terror Wing Path|Schreckenspfad
Ragefire Chasm|Der Flammenschlund
Nightsong Woods|Nachtweisenwald
Emerald Sanctuary|Das Smaragdrefugium
Jadefire Glen|Jadefeuertal
Ruins of Constellas|Ruinen von Constellas
Bitter Reaches|Bittere Landzunge
Rise of the Defiler|Anhöhe des Entweihers
Lariss Pavilion|Larisspavillon
Woodpaw Hills|Waldpfotenhügel
Woodpaw Den|Waldpfotenbau
Verdantis River|Verdantis
Ruins of Isildien|Ruinen von Isildien
Grimtotem Post|Posten der Grimmtotems
Boulderslide Ravine|Steinschlagklamm
Sishir Canyon|Sishircanyon
Dire Maul|Düsterbruch
Deadwind Ravine|Schlucht der Totenwinde
Diamondhead River|Diamantschnellen
Ariden's Camp|Aridens Lager
The Vice|Das Joch
Morgan's Plot|Morgans Grund
Alterac Valley|Alteractal
Scrabblescrew's Camp|Schraubenbuddels Lager
Jadefire Run|Jadefeuerschlucht
Thondroril River|Thondroril
Lake Mereldar|Mereldarsee
Pestilent Scar|Pestilenznarbe
The Infectis Scar|Die Infektnarbe
Blackwood Lake|Faulholzsee
Eastwall Gate|Ostwalltor
Terrorweb Tunnel|Schreckenstunnel
Terrordale|Schreckenstal
Kargathia Keep|Burg Kargathia
Valley of Bones|Tal der Knochen
Blackwing Lair|Pechschwingenhort
Deadman's Crossing|Totmannsfurt
Molten Core|Der Geschmolzene Kern
The Scarab Wall|Der Skarabäuswall
Southwind Village|Der Südwindposten
Twilight Base Camp|Basislager des Schattenhammers
The Crystal Vale|Das Kristalltal
The Scarab Dais|Die Skarabäushöhe
Hive'Ashi|Der Bau des Ashischwarms
Hive'Zora|Der Bau des Zoraschwarms
Hive'Regal|Der Bau des Regalschwarms
Shrine of the Fallen Warrior|Schrein des Gefallenen Kriegers
UNUSED Alterac Valley|Alteractal
Crystalsong Forest|Kristallsangwald
The Master's Cellar|Der Keller des Meisters
Stonewrought Pass|Steinwerkpass
The Rumble Cage|Der Rumblekäfig
Zoram'gar Outpost|Außenposten von Zoram'gar
Hall of Legends|Halle der Legenden
Champions' Hall|Halle der Champions
Grosh'gok Compound|Das Lager von Grosh'gok
Sleeping Gorge|Die Schlummernde Schlucht
Irondeep Mine|Eisenschachtmine
Stonehearth Outpost|Steinbruchaußenposten
Icewing Pass|Eisschwingenpass
Frostwolf Village|Dorf der Frostwölfe
Tower Point|Turmstellung
Coldtooth Mine|Eisbeißermine
Winterax Hold|Feste der Winterax
Iceblood Garrison|Eisblutgarnison
Frostwolf Keep|Burg Frostwolf
Tor'kren Farm|Tor'krens Hof
Frost Dagger Pass|Frostdolchpass
Ironstone Camp|Eisensteinlager
Weazel's Crater|Weazels Krater
Tahonda Ruins|Ruinen von Tahonda
Field of Strife|Feld des Kampfes
Icewing Cavern|Eisschwingenhöhle
Valor's Rest|Die Heldenwacht
The Swarming Pillar|Die Schwarmsäule
Twilight Post|Posten des Schattenhammers
Twilight Outpost|Der Außenposten des Schattenhammers
Ravaged Twilight Camp|Verwüsteter Stützpunkt des Schattenhammers
Shalzaru's Lair|Shalzarus Unterschlupf
Talrendis Point|Talrendisspitze
Rethress Sanctum|Rethress' Sanktum
Moon Horror Den|Mondschreckensbau
Scalebeard's Cave|Schuppenbarts Höhle
Boulderslide Cavern|Steinschlaghöhle
Warsong Labor Camp|Lager des Kriegshymnenklans
Chillwind Camp|Zugwindlager
The Maul|Die Schlägergrube
The Maul UNUSED|Die Schlägergrube
Bones of Grakkarond|Knochen von Grakkarond
Warsong Gulch|Die Kriegshymnenschlucht
Frostwolf Graveyard|Friedhof der Frostwölfe
Frostwolf Pass|Frostwolfpass
Dun Baldar Pass|Pass von Dun Baldar
Iceblood Graveyard|Eisblutfriedhof
Snowfall Graveyard|Schneewehenfriedhof
Stonehearth Graveyard|Steinbruchfriedhof
Stormpike Graveyard|Friedhof der Sturmlanzen
Icewing Bunker|Eisschwingenbunker
Stonehearth Bunker|Steinbruchbunker
Wildpaw Ridge|Wildpfotengrat
Revantusk Village|Dorf der Bruchhauer
Rock of Durotan|Fels von Durotan
Silverwing Grove|Hain der Silberschwingen
Warsong Lumber Mill|Das Sägewerk des Kriegshymnenklans
Silverwing Hold|Die Feste der Silberschwingen
Wildpaw Cavern|Höhle der Wildpfoten
The Veiled Cleft|Die Verhüllte Kluft
Yojamba Isle|Die Insel Yojamba
Arathi Basin|Arathibecken
The Coil|Die Windung
Mandokir's Domain|Mandokirs Reich
Altar of the Blood God|Altar des Blutgottes
Temple of Bethekk|Tempel von Bethekk
The Devil's Terrace|Die Terrasse des Teufels
The Cache of Madness|Der Hort des Wahnsinns
Trollbane Hall|Trollbanns Halle
Defiler's Den|Die Entweihte Feste
Farm|Hof
Blacksmith|Schmiede
Lumber Mill|Sägewerk
Gold Mine|Goldmine
Stables|Ställe
Cenarion Hold|Burg Cenarius
Staghelm Point|Hirschhaupts Stätte
Bronzebeard Encampment|Bronzebarts Lager
Ruins of Ahn'Qiraj|Die Ruinen von Ahn'Qiraj
Eversong Woods (Burning Crusade)|Immersangwald (Burning Crusade)
Sunstrider Isle|Insel der Sonnenwanderer
Shrine of Dath'Remar|Schrein von Dath'Remar
Ghostlands|Die Geisterlande
Scarab Terrace|Skarabäusterrasse
General's Terrace|Terrasse des Generals
The Reservoir|Das Reservoir
The Hatchery|Die Brutstätte
The Comb|Die Wabenkammer
Watchers' Terrace|Terrasse der Wächter
Twilight's Run|Kavernen des Schattenhammers
Ortell's Hideout|Ortells Unterschlupf
The North Sea|Das Nordmeer
City|von
Golden Strand|Der Goldene Strand
Sunsail Anchorage|Ankerplatz der Sonnensegel
Fairbreeze Village|Morgenluft
Magisters Gate|Magistertor
Farstrider Retreat|Zuflucht der Weltenwanderer
North Sanctum|Sanktum des Nordens
West Sanctum|Sanktum des Westens
East Sanctum|Sanktum des Ostens
Saltheril's Haven|Saltherils Hafen
Thuron's Livery|Thurons Aufzucht
Stillwhisper Pond|Stillwispertümpel
The Living Wood|Der Lebende Wald
Azurebreeze Coast|Azurblaue Küste
Lake Elrendar|Elrendarsee
The Scorched Grove|Der Versengte Hain
Gates of Ahn'Qiraj|Die Tore von Ahn'Qiraj
Duskwither Grounds|Nachtschimmergrund
Duskwither Spire|Nachtschimmerturm
The Dead Scar|Die Todesschneise
Hellfire Peninsula|Höllenfeuerhalbinsel
The Sunspire|Der Sonnenturm
Falthrien Academy|Akademie von Falthrien
Ravenholdt Manor|Rabenholdtanwesen
Silvermoon City (Burning Crusade)|Silbermond (Burning Crusade)
Tranquillien|Tristessa
Suncrown Village|Sonnenkuppe
Goldenmist Village|Goldnebel
Windrunner Village|Windläuferdorf
Windrunner Spire|Windläuferturm
Sanctum of the Sun|Sanktum der Sonne
Sanctum of the Moon|Sanktum des Mondes
Dawnstar Spire|Morgensternturm
Farstrider Enclave|Enklave der Weltenwanderer
Deatholme|Die Todesfestung
Bleeding Ziggurat|Die Blutende Ziggurat
Howling Ziggurat|Die Heulende Ziggurat
Shalandis Isle|Die Insel Shalandis
Toryl Estate|Toryls Grund
Underlight Mines|Grubenlichtminen
Andilien Estate|Andiliens Grund
Hatchet Hills|Die Axthügel
Amani Pass|Amanipass
Sungraze Peak|Sonnenhügel
Amani Catacombs|Amanikatakomben
Tower of the Damned|Turm der Verdammten
Elrendar River|Der Elrendar
Terokkar Forest|Wälder von Terokkar
Shadowmoon Valley|Schattenmondtal
Zangarmarsh|Zangarmarschen
Blade's Edge Mountains|Schergrat
Netherstorm|Nethersturm
Azuremyst Isle|Azurmythosinsel
Bloodmyst Isle|Blutmythosinsel
Ammen Vale|Am'mental
Crash Site|Absturzstelle
Silverline Lake|Silberwellensee
Nestlewood Thicket|Nisteldickicht
Shadow Ridge|Schattenkamm
Skulking Row|Lauergasse
Dawning Lane|Dämmerweg
Ruins of Silvermoon|Ruinen von Silbermond
Feth's Way|Feths Pfad
Borean Tundra|Boreanische Tundra
Honor Hold|Ehrenfeste
The Stair of Destiny|Die Stufen des Schicksals
Twisting Nether|Wirbelnder Nether
Forge Camp: Mageddon|Konstruktionslager: Mageddon
The Path of Glory|Der Pfad des Ruhms
The Great Fissure|Die Große Kluft
Plain of Shards|Splitterebene
Hellfire Citadel|Höllenfeuerzitadelle
Expedition Armory|Expeditionsrüstlager
Throne of Kil'jaeden|Kil'jaedens Thron
Forge Camp: Rage|Konstruktionslager: Zorn
Invasion Point: Annihilator|Invasionspunkt: Vernichter
Borune Ruins|Ruinen von Borune
Ruins of Sha'naar|Ruinen von Sha'naar
Temple of Telhamat|Tempel von Telhamat
Pools of Aggonar|Teiche von Aggonar
Falcon Watch|Falkenwacht
Mag'har Post|Posten der Mag'har
Den of Haal'esh|Haal'eshbau
The Exodar|Die Exodar
Elrendar Falls|Elrendarfälle
Nestlewood Hills|Nistelhügel
Ammen Fields|Am'menfelder
The Sacred Grove|Der Heilige Hain
Hellfire Ramparts|Höllenfeuerbollwerk
Emberglade|Glutgrund
Cenarion Refuge|Zuflucht des Cenarius
Moonwing Den|Mondschwingenbau
Pod Cluster|Kapselteil
Pod Wreckage|Kapselwrack
Tides' Hollow|Gezeitenhöhle
Wrathscale Point|Hassprankenterritorium
Bristlelimb Village|Dorf der Sichelklauen
Stillpine Hold|Tannenruhfeste
Odesyus' Landing|Odesyus' Ankerplatz
Valaar's Berth|Valaars Steg
Silting Shore|Schlickerküste
Azure Watch|Azurwacht
Geezle's Camp|Geezles Lager
Menagerie Wreckage|Menagerietrümmer
Traitor's Cove|Verräterbucht
Wildwind Peak|Wildwindgipfel
Wildwind Path|Wildwindpfad
Beryl Coast|Beryllküste
Blood Watch|Blutwacht
Bladewood|Messerwinkel
The Vector Coil|Die Vektorspule
The Warp Piston|Die Warpgondel
The Cryo-Core|Der Kryokern
The Crimson Reach|Die Purpurbrandung
Wrathscale Lair|Hassprankenzuflucht
Ruins of Loreth'Aran|Ruinen von Loreth'Aran
Blacksilt Shore|Schwarzschlammküste
The Foul Pool|Der Besudelte Teich
The Hidden Reef|Das Versteckte Riff
Amberweb Pass|Goldweberpass
Wyrmscar Island|Insel Drachenfels
Talon Stand|Krallenhoch
Bristlelimb Enclave|Enklave der Sichelklauen
Ragefeather Ridge|Rachfederkamm
Kessel's Crossing|Kessels Wegelager
Tel'athion's Camp|Tel'athions Lager
The Bloodcursed Reef|Das Riff des Blutfluchs
Hyjal Past|Hyjal der Vergangenheit
Hyjal Summit|Hyjalgipfel
Serpentshrine Cavern|Höhle des Schlangenschreins
Vindicator's Rest|Verteidigers Ruh'
Burning Blade Ruins|Ruinen der Brennenden Klinge
Clan Watch|Klanwacht
Bloodcurse Isle|Insel des Blutfluchs
Skysong Lake|Himmelsweisensee
Throne of the Elements|Thron der Elemente
Laughing Skull Ruins|Ruinen des Lachenden Schädels
Warmaul Hill|Totschlägerhügel
Gruul's Lair|Gruuls Unterschlupf
Auren Ridge|Aurenkamm
Auren Falls|Aurenfälle
Lake Sunspring|Sonnenwindsee
Sunspring Post|Sonnenwindposten
Aeris Landing|Aerissteg
Forge Camp: Fear|Konstruktionslager: Furcht
Forge Camp: Hate|Konstruktionslager: Hass
Northwind Cleft|Nordwindkluft
Southwind Cleft|Südwindkluft
Spirit Fields|Geisterfelder
Ancestral Grounds|Ahnengrund
Windyreed Village|Schilftanz
Elemental Plateau|Elementarplateau
Kil'sorrow Fortress|Festung Kil'sorge
The Ring of Trials|Der Ring der Prüfung
Silvermyst Isle|Silbermythosinsel
Daggerfen Village|Dolchfenn
Umbrafen Village|Umbrafenn
Feralfen Village|Wildfenn
Bloodscale Enclave|Enklave der Blutschuppen
Quagg Ridge|Quaggkamm
The Spawning Glen|Das Pilzgeflecht
The Dead Mire|Das Todesmoor
Ango'rosh Grounds|Grund der Ango'rosh
Ango'rosh Stronghold|Festung der Ango'rosh
Funggor Cavern|Funggorhöhle
Serpent Lake|Schlangensee
The Drain|Der Abfluss
Umbrafen Lake|Umbrafennsee
Marshlight Lake|Sumpflichtsee
Portal Clearing|Portalsicherung
Sporewind Lake|Sporenwindsee
The Lagoon|Die Lagune
Blades' Run|Säbelflucht
Blade Tooth Canyon|Säbelzahnschlucht
Commons Hall|Versammlungshalle
Derelict Manor|Heruntergekommenes Anwesen
Huntress of the Sun|Jägerin der Sonne
Falconwing Square|Falkenplatz
Halaani Basin|Halaanibecken
Hewn Bog|Prügelsumpf
Boha'mu Ruins|Ruinen von Boha'mu
The Stadium|Das Stadion
The Overlook|Der Rundblick
Broken Hill|Die Trümmerbastion
Mag'hari Procession|Mag'harische Prozession
Nesingwary Safari|Nesingwarys Safari
Cenarion Thicket|Cenariusdickicht
Veil Shienor|Shienorversteck
Veil Skith|Skithversteck
Veil Shalas|Shalasversteck
Blackwind Valley|Schattenwindtal
Firewing Point|Posten der Feuerschwingen
Grangol'var Village|Grangol'var
Stonebreaker Hold|Steinbrecherfeste
Allerian Stronghold|Allerias Feste
Bonechewer Ruins|Ruinen der Knochenmalmer
Veil Lithic|Lithicversteck
Veil Reskk|Reskkversteck
Blackwind Lake|Schattenwindsee
Lake Ere'Noru|See von Ere'Noru
Lake Jorune|Jorunsee
Skethyl Mountains|Skethylberge
Misty Ridge|Nebelpass
The Broken Hills|Die Zerklüfteten Hügel
The Barrier Hills|Die Hügelwand
The Bone Wastes|Die Knochenwüste
Nagrand Arena|Arena von Nagrand
Laughing Skull Courtyard|Hof des Lachenden Schädels
The Ring of Blood|Der Ring des Blutes
Arena Floor|Arenabereich
Blade's Edge Arena|Arena des Schergrats
Shattrath City|Shattrath
The Shepherd's Gate|Hirtentor
Telaari Basin|Telaaribecken
Alliance Base|Basis der Allianz
Horde Encampment|Lager der Horde
Night Elf Village|Nachtelfendorf
Sholazar Basin|Sholazarbecken
The Blood Furnace|Der Blutkessel
The Shattered Halls|Die Zerschmetterten Hallen
The Steamvault|Die Dampfkammer
The Underbog|Der Tiefensumpf
The Slave Pens|Die Sklavenunterkünfte
Swamprat Post|Sumpfrattenposten
Bleeding Hollow Ruins|Ruinen des Blutenden Auges
Twin Spire Ruins|Ruinen der Zwillingsspitze
The Crumbling Waste|Die Schwindende Weite
Manaforge Ara|Manaschmiede Ara
Arklon Ruins|Ruinen von Arklon
Cosmowrench|Kosmozang
Ruins of Enkaat|Ruinen von Enkaat
Manaforge B'naar|Manaschmiede B'naar
The Scrap Field|Das Trümmerfeld
The Vortex Fields|Die Vortexfelder
The Heap|Der Hügel
Manaforge Coruu|Manaschmiede Coruu
The Tempest Rift|Kluft der Stürme
Kirin'Var Village|Kirin'Var
The Violet Tower|Der Violette Turm
Manaforge Duro|Manaschmiede Duro
Voidwind Plateau|Leerenwindplateau
Manaforge Ultris|Manaschmiede Ultris
Celestial Ridge|Sternensturz
The Stormspire|Die Sturmsäule
Forge Base: Oblivion|Konstruktionsbasis: Vergessenheit
Forge Base: Gehenna|Konstruktionsbasis: Gehenna
Ruins of Farahlon|Ruinen von Farahlon
Socrethar's Seat|Socrethars Sitz
Legion Hold|Feste der Legion
Shadowmoon Village|Schattenmond
Wildhammer Stronghold|Wildhammerfeste
The Hand of Gul'dan|Die Hand von Gul'dan
The Fel Pits|Die Teufelsgruben
The Deathforge|Die Todesschmiede
Coilskar Cistern|Zisterne der Echsennarbe
Coilskar Point|Echsennarbe
Sunfire Point|Sonnenfeuergrund
Illidari Point|Stätte der Illidari
Ruins of Baa'ri|Ruinen von Baa'ri
Altar of Sha'tar|Altar der Sha'tar
The Stair of Doom|Die Stufen der Verdammnis
Ruins of Karabor|Ruinen von Karabor
Ata'mal Terrace|Terrasse von Ata'mal
Netherwing Fields|Netherschwingenfelder
Netherwing Ledge|Netherschwingenscherbe
The High Path|Der Hochpfad
Windyreed Pass|Schilftanzpass
Zangar Ridge|Zangarkamm
The Twilight Ridge|Zwielichthöhe
Razorthorn Trail|Messerdornpfad
Orebor Harborage|Oreborzuflucht
Jagged Ridge|Zackengrat
Thunderlord Stronghold|Donnerfeste
The Living Grove|Der Lebende Hain
Bladespire Hold|Wehr der Speerspießer
Circle of Blood|Der Zirkel des Blutes
Bloodmaul Outpost|Außenposten der Blutschläger
Bloodmaul Camp|Lager der Blutschläger
Draenethyst Mine|Draenethystmine
Trogma's Claim|Trogmas Besitz
Blackwing Coven|Pechschwingenkoven
Veil Lashh|Lashhversteck
Veil Vekh|Vekhversteck
Forge Camp: Terror|Konstruktionslager: Terror
Forge Camp: Wrath|Konstruktionslager: Wut
Forge Camp: Anger|Konstruktionslager: Groll
The Low Path|Der Niederpfad
Shadow Labyrinth|Schattenlabyrinth
Auchenai Crypts|Auchenaikrypta
Sethekk Halls|Sethekkhallen
Mana-Tombs|Managruft
Felspark Ravine|Teufelsfunkenklamm
Sha'naari Wastes|Weiten von Sha'naari
The Warp Fields|Die Sphärenfelder
Fallen Sky Ridge|Himmelssturzgrat
Haal'eshi Gorge|Schlucht der Haal'eshi
Stonewall Canyon|Steinwallschlucht
Thornfang Hill|Dornnebelhügel
Mag'har Grounds|Grund der Mag'har
Void Ridge|Leerengrat
The Abyssal Shelf|Die Abyssische Untiefe
The Legion Front|Die Front der Legion
Supply Caravan|Versorgungskarawane
Reaver's Fall|Häschersturz
Cenarion Post|Posten des Cenarius
Southern Rampart|Südliches Bollwerk
Northern Rampart|Nördliches Bollwerk
Gor'gaz Outpost|Außenposten von Gor'gaz
Spinebreaker Post|Rückenbrecherposten
The Path of Anguish|Der Pfad der Pein
East Supply Caravan|Östliche Versorgungskarawane
Expedition Point|Expeditionsposten
Zeppelin Crash|Zeppelinabsturzstelle
Bloodscale Grounds|Blutschuppengrund
Darkcrest Enclave|Enklave der Dunkelkämme
Eye of the Storm|Auge des Sturms
Warden's Cage|Kerker des Wächters
Eclipse Point|Stätte der Mondfinsternis
Isle of Tribulations|Insel des Martyriums
Bloodmaul Ravine|Blutschlägerklamm
Dragons' End|Drachenend
Daggermaw Canyon|Dolchrachenklamm
Vekhaar Stand|Vekhaar
Ruuan Weald|Ruuanwald
Veil Ruuan|Ruuanversteck
Raven's Wood|Rabenwald
Death's Door|Schwelle des Todes
Vortex Summit|Vortexgipfel
Razor Ridge|Messergrat
Ridge of Madness|Grat des Wahnsinns
Dustquill Ravine|Staubstachelschlucht
Magtheridon's Lair|Magtheridons Kammer
Sunfury Hold|Sonnenzornposten
Spinebreaker Mountains|Rückenbrecherberge
Abandoned Armory|Verlassenes Rüstlager
The Black Temple|Der Schwarze Tempel
Darkcrest Shore|Küste der Dunkelkämme
Tempest Keep|Festung der Stürme
Mok'Nathal Village|Dorf der Mok'Nathal
The Arcatraz|Die Arkatraz
The Botanica|Die Botanika
The Mechanar|Die Mechanar
Netherstone|Netherstein
Midrealm Post|Mittelreichposten
Tuluman's Landing|Tulumans Landeplatz
Protectorate Watch Post|Wachposten des Protektorats
Circle of Blood Arena|Arena des Zirkels des Blutes
Elrendar Crossing|Elrendarkreuzung
Ammen Ford|Am'menfluss
Razorthorn Shelf|Messerdornbank
Silmyr Lake|Silmyrsee
Raastok Glade|Raastokgrund
Thalassian Pass|Thalassischer Pass
Churning Gulch|Grabenschlucht
Broken Wilds|Zerschlagene Wildnis
Bash'ir Landing|Landeplatz von Bash'ir
Crystal Spine|Kristallrücken
Bladed Gulch|Messerschlucht
Gyro-Plank Bridge|Gyroplankenbrücke
Mage Tower|Magierturm
Blood Elf Tower|Blutelfenturm
Draenei Ruins|Draeneiruinen
Fel Reaver Ruins|Teufelshäscherruinen
The Proving Grounds|Die Versuchsgründe
Eco-Dome Farfield|Biokuppel Fernfeld
Eco-Dome Skyperch|Biokuppel Himmelssitz
Eco-Dome Sutheron|Biokuppel Sutheron
Eco-Dome Midrealm|Biokuppel Mittelreich
Ethereum Staging Grounds|Stützpunkt des Astraleums
Chapel Yard|Kapellenhof
Access Shaft Zeon|Zugangsschacht Zeon
Trelleum Mine|Trelleummine
Invasion Point: Destroyer|Invasionspunkt: Zerstörer
Camp of Boom|Lager von Dr. Bumm
Spinebreaker Pass|Rückenbrecherpass
Netherweb Ridge|Netherweberkamm
Derelict Caravan|Die Herrenlose Karawane
Refugee Caravan|Flüchtlingskarawane
Shadow Tomb|Schattengrab
Veil Rhaze|Rhazeversteck
Tomb of Lights|Grab des Lichts
Carrion Hill|Aashügel
Writhing Mound|Der Gequälte Hügel
Ring of Observance|Ring der Beobachtung
Auchenai Grounds|Auchenaigründe
Cenarion Watchpost|Wachposten des Cenarius
Aldor Rise|Aldorhöhe
Terrace of Light|Terrasse des Lichts
Scryer's Tier|Sehertreppe
Lower City|Unteres Viertel
Invasion Point: Overlord|Invasionspunkt: Oberanführer
Allerian Post|Allerias Posten
Stonebreaker Camp|Steinbrecherlager
Boulder'mok|Fels'mok
Cursed Hollow|Verfluchtes Dunkel
Coilfang Reservoir|Der Echsenkessel
The Bloodwash|Blutbrandung
Veridian Point|Viridiangrund
Middenvale|Trümmerfall
The Lost Fold|Die Verlorene Furt
Mystwood|Mythoswald
Tranquil Shore|Die Stille Küste
Goldenbough Pass|Goldblattpass
Runestone Falithas|Runenstein Falithas
Runestone Shan'dor|Runenstein Shan'dor
Fairbridge Strand|Morgentaustrand
Moongraze Woods|Mondweidenwald
Toshley's Station|Toshleys Station
Singing Ridge|Der Singende Bergrücken
Shatter Point|Trümmerposten
Arklonis Ridge|Arklonisgrat
Bladespire Outpost|Außenposten der Speerspießer
Northmaul Tower|Nordschlägerturm
Southmaul Tower|Südschlägerturm
Shattered Plains|Zerschlagene Weiten
Oronok's Farm|Oronoks Hof
The Altar of Damnation|Altar der Verdammnis
The Path of Conquest|Der Pfad der Eroberung
Eclipsion Fields|Felder der Mondfinsternis
Bladespire Grounds|Grund der Speerspießer
Sketh'lon Base Camp|Basislager der Sketh'lon
