Original|Translated
Shrine of the Deceiver|Святилище Искусителя
Purespring Cavern|Пещера Чистого Источника
Sorrowmurk|Горемрак
Draenil'dur Village|Деревня Дренил'дур
Splinterspear Junction|Развилка Расщепленного Копья
Stagalbog|Вязкая топь
The Shifting Mire|Ползучая трясина
Stagalbog Cave|Пещера у Вязкой топи
Witherbark Caverns|Пещеры Сухокожих
Boulder'gor|Камен'гор
Valley of Fangs|Долина Клыков
The Dustbowl|Знойные Пески
Mirage Flats|Маревые равнины
Featherbeard's Hovel|Домик Пероборода
Shindigger's Camp|Лагерь Выпивохи
Plaguemist Ravine|Чумная лощина
Valorwind Lake|Озеро Доблести
Agol'watha|Агол'вата
Hiri'watha Research Station|Исследовательская станция Хири'вата
The Creeping Ruin|Ползучие руины
Bogen's Ledge|Грот Богена
The Maker's Terrace|Терраса Творца
Dustwind Gulch|Лощина Пыльного Ветра
Shaol'watha|Шаол'вата
Noonshade Ruins|Руины Полуденной Тени
Broken Pillar|Разбитая Колонна
Abyssal Sands|Безбрежные пески
Southbreak Shore|Берег за Южной грядой
Caverns of Time|Пещеры Времени
The Marshlands|Топи
Ironstone Plateau|Плато Железного Камня
Blackchar Cave|Обугленная пещера
Tanner Camp|Палатка Дубильщицы
Dustfire Valley|Выжженная долина
Misty Reed Farm|Тростниковая ферма
Bloodvenom Post|Застава Отравленной Крови
Talonbranch Glade|Поляна Когтистых Ветвей
Stratholme|Стратхольм
Quel'Thalas|Кель'таласская
Scholomance|Некроситет
Twilight Vale|Сумеречная долина
Twilight Shore|Сумеречный берег
Alcaz Island|Остров Алькац
Darkcloud Pinnacle|Пик Темного Облака
Dawning Wood Catacombs|Катакомбы Утреннего Леса
Stonewatch Keep|Крепость Каменной Стражи
Maraudon|Мародон
Stoutlager Inn|"Таверна ""Крепкое пойло"""
Thunderbrew Distillery|"Таверна ""Громоварка"""
Menethil Keep|Крепость Менетилов
Deepwater Tavern|"Таверна ""Большая вода"""
Shadow Grave|Мрачный склеп
Brill Town Hall|Ратуша Брилла
Gallows' End Tavern|"Таверна ""Петля висельника"""
The Pools of VisionUNUSED|Пруды ВиденийНЕ ИСПОЛЬЗУЕТСЯ
Dreadmist Den|Пещера Багрового Тумана
Emberstrife's Den|Логово Огнебора
Onyxia's Lair|Логово Ониксии
Windshear Mine|Рудник Ветрорезов
Roland's Doom|Погибель Роланда
Battle Ring|Ринг
The Pools of Vision|Пруды Видений
Shadowbreak Ravine|Лощина Тьмы
Broken Spear Village|Деревня Сломанного Копья
Whitereach Post|Застава Белого Плеса
Gornia|Горния
Zane's Eye Crater|Око Зейна
Mirage Raceway|Виражи на Миражах
Frostsaber Rock|Уступ Ледопардов
The Hidden Grove|Сокрытая роща
Timbermaw Post|Застава Древобрюхов
Winterfall Village|Деревня Зимней Спячки
Mazthoril|Мазторил
Frostfire Hot Springs|Источники Ледяного огня
Ice Thistle Hills|Холмы Ледополоха
Dun Mandarr|Дун Мандарр
Frostwhisper Gorge|Теснина Ледяного Шепота
Owl Wing Thicket|Совиная чаща
Lake Kel'Theril|Озеро Кел'Терил
The Ruins of Kel'Theril|Руины Кел'Терила
Starfall Village|Деревня Звездопада
Ban'Thallow Barrow Den|Берлога Бен'Таллоу
Everlook|Круговзор
Darkwhisper Gorge|Теснина Зловещего Шепота
Deeprun Tram|Подземный поезд
The Fungal Vale|Грибная долина
UNUSEDThe Marris Stead|НЕ ИСПОЛЬЗУЕТСЯПоместье Маррисов
The Marris Stead|Поместье Маррисов
The Undercroft|Крипта
Darrowshire|Дарроушир
Crown Guard Tower|Башня королевской стражи
Corin's Crossing|Перекресток Корина
Death Cultist Base Camp|Лагерь сектантов Смерти
Tyr's Hand|Длань Тира
The Scarlet Basilica|Алая Базилика
Light's Hope Chapel|Часовня Последней Надежды
Browman Mill|Лесопилка Бровача
The Noxious Glade|Ядовитая поляна
Eastwall Tower|Восточная башня
Northdale|Северный Дол
Zul'Mashar|Зул'Машар
Mazra'Alor|Мазра'Алор
Northpass Tower|Башня Северного перевала
Quel'Lithien Lodge|Сторожка Кель'Литиен
Plaguewood|Чумной лес
Scourgehold|Оплот Плети
DO NOT USE|НЕ ИСПОЛЬЗУЕТСЯ
Darrowmere Lake|Озеро Дарроумир
Caer Darrow|Каэр Дарроу
Thistlefur Village|Деревня Колючего Меха
The Quagmire|Трясина
Windbreak Canyon|Безветренный каньон
South Seas|Южные моря
Razor Hill Barracks|Казармы Колючего Холма
Bloodtooth Camp|Лагерь Кровавого Клыка
Forest Song|Лесная Песнь
Greenpaw Village|Деревня Зеленой Лапы
Silverwing Outpost|Аванпост Среброкрылых
Nighthaven|Ночная Гавань
Shrine of Remulos|Святилище Ремула
Stormrage Barrow Dens|Кельи Малфуриона
The Black Morass|Черные топи
Old Hillsbrad Foothills|Старые предгорья Хилсбрада
Southshore|Южнобережье
Hillsbrad Fields|Хилсбрадские поля
Southpoint Tower|Южная башня
Tethris Aran|Тефрис-Аран
Ethel Rethor|Этель-Ретор
Ranazjar Isle|Остров Раназжар
Kormek's Hut|Хижина Кормека
Shadowprey Village|Деревня Ночных Охотников
Blackrock Pass|Перевал Черной горы
Morgan's Vigil|Дозор Морганы
Slither Rock|Скользкая скала
Terror Wing Path|Тропа Крылатого Ужаса
Draco'dar|Драко'дар
Ragefire Chasm|Огненная Пропасть
Nightsong Woods|Леса Ночной Песни
Morlos'Aran|Морлос'Аран
Emerald Sanctuary|Изумрудное святилище
Jadefire Glen|Долина Нефритового Пламени
Ruins of Constellas|Руины Констелласа
Bitter Reaches|Горькие плесы
Rise of the Defiler|Утес Осквернителя
Lariss Pavilion|Павильон Лорисс
Woodpaw Hills|Холмы Древолапов
Woodpaw Den|Логово Древолапов
Verdantis River|Река Вердантис
Ruins of Isildien|Руины Исильдиэна
Grimtotem Post|Застава Зловещего Тотема
Camp Aparaje|Лагерь Апарахе
Malaka'jin|Малака'джин
Boulderslide Ravine|Ущелье Камнепадов
Sishir Canyon|Сиширский каньон
Dire Maul|Забытый город
Deadwind Ravine|Овраг Мертвого Ветра
Diamondhead River|Река Алмазная
Ariden's Camp|Лагерь Аридена
The Vice|Погань
Karazhan|Каражанский
Morgan's Plot|Надел Моргана
Alterac Valley|Альтеракская долина
Scrabblescrew's Camp|Лагерь Заржавня
Jadefire Run|Холм Нефритового Пламени
Thondroril River|Река Тондрорил
Lake Mereldar|Озеро Мерельдар
Pestilent Scar|Моровой овраг
The Infectis Scar|Чумной овраг
Blackwood Lake|Озеро Чернолесья
Eastwall Gate|Восточные ворота
Terrorweb Tunnel|Туннель Ужаса
Terrordale|Долина Ужаса
Kargathia Keep|Крепость Каргатия
Valley of Bones|Долина Костей
Blackwing Lair|Логово Крыла Тьмы
Deadman's Crossing|Перекресток Мертвеца
Molten Core|Огненные Недра
The Scarab Wall|Стена Скарабея
Southwind Village|Деревня Южного Ветра
Twilight Base Camp|Сумеречный лагерь
The Crystal Vale|Долина Кристаллов
The Scarab Dais|Помост Скарабея
Hive'Ashi|Улей Аши
Hive'Zora|Улей Зора
Hive'Regal|Улей Регал
Shrine of the Fallen Warrior|Святилище Павшего Воина
UNUSED Alterac Valley|НЕ ИСПОЛЬЗУЕТСЯ Альтеракская долина
Crystalsong Forest|Лес Хрустальной Песни
The Master's Cellar|Хозяйский погреб
Stonewrought Pass|Подгорная тропа
The Rumble Cage|Гремящая Клеть
Zoram'gar Outpost|Застава Зорам'гар
Hall of Legends|Зал Легенд
Champions' Hall|Зал Защитников
Grosh'gok Compound|Поселок Грош'гок
Sleeping Gorge|Спящая теснина
Irondeep Mine|Железный рудник
Stonehearth Outpost|Форт Каменного Очага
Dun Baldar|Дун Болдар
Icewing Pass|Перевал Ледяного Крыла
Frostwolf Village|Деревня Северного Волка
Tower Point|Смотровая башня
Coldtooth Mine|Рудник Ледяного Зуба
Winterax Hold|Форт Ледяной Секиры
Iceblood Garrison|Гарнизон Стылой Крови
Frostwolf Keep|Крепость Северного Волка
Tor'kren Farm|Ферма Тор'кренов
Frost Dagger Pass|Перевал Ледяного Клинка
Ironstone Camp|Лагерь Железного Камня
Weazel's Crater|Кратер Криворука
Tahonda Ruins|Руины Тахонды
Field of Strife|Поле брани
Icewing Cavern|Пещера Ледяного Крыла
Valor's Rest|Погост Отважных
The Swarming Pillar|Роящаяся вершина
Twilight Post|Сумеречная застава
Twilight Outpost|Сумеречный форт
Ravaged Twilight Camp|Разоренный Сумеречный лагерь
Shalzaru's Lair|Убежище Шалзару
Talrendis Point|Застава Талрендис
Rethress Sanctum|Святилище Ретресса
Moon Horror Den|Обитель Лунного Ужаса
Scalebeard's Cave|Пещера Чешуеборода
Boulderslide Cavern|Пещера Камнепадов
Warsong Labor Camp|Рабочий лагерь Песни Войны
