Original|Translated
Jadefire Glen|碧火谷
Ruins of Constellas|克斯特拉斯廢墟
Bitter Reaches|痛苦海岸
Rise of the Defiler|污染者高地
Lariss Pavilion|拉瑞斯小亭
Woodpaw Hills|木爪嶺
Woodpaw Den|木爪巢穴
Verdantis River|沃丹提斯河
Ruins of Isildien|伊斯迪爾廢墟
Grimtotem Post|恐怖圖騰崗哨
Camp Aparaje|阿帕拉耶營地
Malaka'jin|瑪拉卡金
Boulderslide Ravine|滾岩峽谷
Sishir Canyon|希塞爾山谷
Dire Maul|厄運之槌
Deadwind Ravine|逆風谷
Diamondhead River|鑽石河
Ariden's Camp|埃瑞丁營地
The Vice|罪惡谷
Karazhan|卡拉贊
Morgan's Plot|摩根墓場
Alterac Valley|奧特蘭克山谷
Scrabblescrew's Camp|瑟卡布斯庫的營地
Jadefire Run|碧火小徑
Thondroril River|索多里爾河
Lake Mereldar|米雷達爾湖
Pestilent Scar|瘟疫之痕
The Infectis Scar|魔刃之痕
Blackwood Lake|黑木湖
Eastwall Gate|東牆大門
Terrorweb Tunnel|惡蛛隧道
Terrordale|恐懼谷
Kargathia Keep|卡加希亞要塞
Valley of Bones|白骨之谷
Blackwing Lair|黑翼之巢
Deadman's Crossing|亡者路口
Molten Core|熔火之心
The Scarab Wall|甲蟲之牆
Southwind Village|南風村
Twilight Base Camp|暮光營地
The Crystal Vale|水晶谷
The Scarab Dais|甲蟲之台
Hive'Ashi|亞什蟲巢
Hive'Zora|佐拉蟲巢
Hive'Regal|雷戈蟲巢
Shrine of the Fallen Warrior|戰士之魂神殿
Crystalsong Forest|水晶之歌森林
The Master's Cellar|塔主地窖
Stonewrought Pass|石壩小徑
The Rumble Cage|加基森競技場
Zoram'gar Outpost|佐拉姆加前哨站
Hall of Legends|傳說大廳
Champions' Hall|勇士大廳
Grosh'gok Compound|格羅高克營地
Sleeping Gorge|沉睡峽谷
Irondeep Mine|深鐵礦坑
Stonehearth Outpost|石爐哨站
Dun Baldar|丹巴達爾
Icewing Pass|冰翼小徑
Frostwolf Village|霜狼村
Tower Point|哨塔高地
Coldtooth Mine|冷齒礦坑
Winterax Hold|冰斧要塞
Iceblood Garrison|冰血要塞
Frostwolf Keep|霜狼要塞
Tor'kren Farm|托克雷農場
Frost Dagger Pass|霜刀小徑
Ironstone Camp|鐵石營地
Weazel's Crater|維吉爾之坑
Tahonda Ruins|塔霍達廢墟
Field of Strife|征戰平原
Icewing Cavern|冰翼洞穴
Valor's Rest|勇士之墓
The Swarming Pillar|蟲群之柱
Twilight Post|暮光崗哨
Twilight Outpost|暮光前哨站
Ravaged Twilight Camp|暮光營地廢墟
Shalzaru's Lair|沙爾札魯的巢穴
Talrendis Point|塔倫迪斯營地
Rethress Sanctum|雷瑟斯聖所
Moon Horror Den|慘月洞穴
Scalebeard's Cave|鱗鬚洞穴
Boulderslide Cavern|滾岩洞穴
Warsong Labor Camp|戰歌勞工營地
Chillwind Camp|冰風營地
The Maul|巨槌競技場
Bones of Grakkarond|格拉卡隆之骨
Warsong Gulch|戰歌峽谷
Frostwolf Graveyard|霜狼墓地
Frostwolf Pass|霜狼小徑
Dun Baldar Pass|丹巴達爾小徑
Iceblood Graveyard|冰血墓地
Snowfall Graveyard|落雪墓地
Stonehearth Graveyard|石爐墓地
Stormpike Graveyard|雷矛墓地
Icewing Bunker|冰翼碉堡
Stonehearth Bunker|石爐碉堡
Wildpaw Ridge|蠻爪嶺
Revantusk Village|惡齒村
Rock of Durotan|杜洛坦之石
Silverwing Grove|銀翼樹林
Warsong Lumber Mill|戰歌伐木場
Silverwing Hold|銀翼要塞
Wildpaw Cavern|蠻爪洞穴
The Veiled Cleft|迷霧裂隙
Yojamba Isle|尤亞姆巴島
Arathi Basin|阿拉希盆地
The Coil|毒蛇小徑
Mandokir's Domain|曼多基爾領域
Altar of the Blood God|血神祭壇
Temple of Bethekk|比塞克神廟
The Devil's Terrace|惡魔殿堂
The Cache of Madness|狂性儲納所
Trollbane Hall|托爾貝恩大廳
Defiler's Den|污染者之穴
Farm|農場
Blacksmith|鐵匠舖
Lumber Mill|伐木場
Gold Mine|金礦
Stables|獸欄
Cenarion Hold|塞納里奧城堡
Staghelm Point|鹿盔崗哨
Bronzebeard Encampment|銅鬚營地
Ahn'Qiraj|安其拉
Ruins of Ahn'Qiraj|安其拉廢墟
Eversong Woods (Burning Crusade)|永歌森林（燃燒的遠征）
Sunstrider Isle|逐日者之島
Shrine of Dath'Remar|達斯雷瑪神殿
Ghostlands|鬼魂之地
Scarab Terrace|甲蟲露臺
General's Terrace|將軍露臺
The Reservoir|蓄水池
The Hatchery|孵化室
The Comb|蜂巢
Watchers' Terrace|守衛露臺
Twilight's Run|暮光小徑
Ortell's Hideout|奧泰爾的隱居處
The North Sea|北海
Naxxramas|納克薩瑪斯
Golden Strand|金色湖岸
Sunsail Anchorage|日帆泊地
Fairbreeze Village|晴風村
Magisters Gate|博學者之門
Farstrider Retreat|遠行者居所
North Sanctum|北部聖所
West Sanctum|西部聖所
East Sanctum|東部聖所
Saltheril's Haven|薩瑟里的避風港
Thuron's Livery|薩爾倫的出租商行
Stillwhisper Pond|靜語池
The Living Wood|活木森林
Azurebreeze Coast|蔚藍海岸
Lake Elrendar|艾蘭達湖
The Scorched Grove|烈焰邊境
Zeb'Watha|拉伯瓦薩
Tor'Watha|托爾瓦薩
Azjol-Nerub|阿茲歐-奈幽
Gates of Ahn'Qiraj|安其拉之門
Duskwither Grounds|暮萎營地
Duskwither Spire|暮萎尖塔
The Dead Scar|死亡之痕
Hellfire Peninsula|地獄火半島
The Sunspire|日尖塔
Falthrien Academy|法薩瑞安學院
Ravenholdt Manor|拉文霍德莊園
Silvermoon City (Burning Crusade)|銀月城（燃燒的遠征）
Tranquillien|安寧地
Suncrown Village|日冠村
Goldenmist Village|金霧村
Windrunner Village|風行者村
Windrunner Spire|風行者塔
Sanctum of the Sun|太陽聖所
Sanctum of the Moon|明月聖所
Dawnstar Spire|晨星尖塔
Farstrider Enclave|旅行者營地
An'daroth|安都拉斯
An'telas|安泰拉斯
An'owyn|安歐恩
Deatholme|死亡之域
Bleeding Ziggurat|血色通靈塔
Howling Ziggurat|哀嚎通靈塔
Shalandis Isle|薩藍迪斯島
Toryl Estate|托爾莊園
Underlight Mines|光底礦坑
Andilien Estate|安狄里安莊園
Hatchet Hills|戰斧嶺
Amani Pass|阿曼尼小徑
Sungraze Peak|日牧山峰
Amani Catacombs|阿曼尼地下墓穴
Tower of the Damned|詛咒神教之塔
Zeb'Sora|札布索拉
Elrendar River|艾蘭達之河
Zeb'Tela|札布泰拉
Zeb'Nowa|札布諾瓦
Nagrand|納葛蘭
Terokkar Forest|泰洛卡森林
Shadowmoon Valley|影月谷
Zangarmarsh|贊格沼澤
Blade's Edge Mountains|劍刃山脈
Netherstorm|虛空風暴
Azuremyst Isle|藍謎島
Bloodmyst Isle|血謎島
Ammen Vale|安曼谷
Crash Site|失事地點
Silverline Lake|銀線湖
Nestlewood Thicket|奈斯特灌木林
Shadow Ridge|暗影山脊
Skulking Row|潛隱路
Dawning Lane|黎明小路
Ruins of Silvermoon|銀月廢墟
Feth's Way|費司之路
Thrallmar|索爾瑪
Borean Tundra|北風凍原
Honor Hold|榮譽堡
The Stair of Destiny|命運階梯
Twisting Nether|扭曲虛空
Forge Camp: Mageddon|煉冶場:黑色祭壇
The Path of Glory|光榮之路
The Great Fissure|大裂縫
Plain of Shards|裂片曠野
Hellfire Citadel|地獄火堡壘
Expedition Armory|遠征隊軍械庫
Throne of Kil'jaeden|基爾加丹王座
Forge Camp: Rage|煉冶場:狂怒
Invasion Point: Annihilator|侵略點：殲滅者
Borune Ruins|伯盧恩廢墟
Ruins of Sha'naar|夏納廢墟
Temple of Telhamat|特爾哈曼神廟
Pools of Aggonar|阿葛納爾之池
Falcon Watch|獵鷹哨站
Mag'har Post|瑪格哈崗哨
Den of Haal'esh|海艾斯洞穴
The Exodar|艾克索達
Elrendar Falls|艾蘭達瀑布
Nestlewood Hills|奈斯特山丘
Ammen Fields|安曼原野
The Sacred Grove|神聖樹林
Hellfire Ramparts|地獄火壁壘
Emberglade|餘燼林地
Cenarion Refuge|塞納里奧避難所
Moonwing Den|月翼獸窟
Pod Cluster|機艙群骸
Pod Wreckage|機艙殘骸
Tides' Hollow|海潮洞穴
Wrathscale Point|怒鱗崗哨
Bristlelimb Village|鬚肢村
Stillpine Hold|靜松要塞
Odesyus' Landing|奧迪席斯平臺
Valaar's Berth|瓦拉船台
Silting Shore|淤塞海岸
Azure Watch|藍色守望
Geezle's Camp|吉索的營地
Menagerie Wreckage|獸欄殘骸
Traitor's Cove|背叛者海灣
Wildwind Peak|狂風山尖
Wildwind Path|狂風小徑
Zeth'Gor|薩斯葛爾
Beryl Coast|碧晶海岸
Blood Watch|血色守望
Bladewood|劍木林
The Vector Coil|旋繞導航器
The Warp Piston|星移活塞
The Cryo-Core|冬眠核心
The Crimson Reach|赤紅地帶
Wrathscale Lair|怒鱗巢穴
Ruins of Loreth'Aran|羅薩倫廢墟
Nazzivian|納茲維恩
Axxarien|艾克薩瑞安
Blacksilt Shore|黑泥沙海岸
The Foul Pool|邪惡之池
The Hidden Reef|隱秘沙洲
Amberweb Pass|琥珀網小徑
Wyrmscar Island|龍痕島
Talon Stand|魔爪看臺
Bristlelimb Enclave|鬚肢營地
Ragefeather Ridge|怒羽山脊
Kessel's Crossing|凱索十字路
Tel'athion's Camp|泰勒希歐營地
The Bloodcursed Reef|血咒沙洲
Hyjal Past|過往的海加爾山
Hyjal Summit|海加爾山之巔
Serpentshrine Cavern|毒蛇神殿洞穴
Vindicator's Rest|復仇者之陵
Burning Blade Ruins|燃刃廢墟
Clan Watch|氏族守望
Bloodcurse Isle|血咒島
Garadar|卡拉達爾
Skysong Lake|天歌湖
Throne of the Elements|元素王座
Laughing Skull Ruins|獰笑骷髏廢墟
Warmaul Hill|戰槌山丘
Gruul's Lair|戈魯爾之巢
Auren Ridge|奧倫山脊
Auren Falls|奧倫瀑布
Lake Sunspring|日春湖
Sunspring Post|日春崗哨
Aeris Landing|艾瑞斯平臺
Forge Camp: Fear|煉冶場:恐懼
Forge Camp: Hate|煉冶場:仇恨
Telaar|泰拉
Northwind Cleft|北風斷崖
Halaa|哈剌
Southwind Cleft|南風斷崖
Oshu'gun|歐夏剛
Spirit Fields|靈魂原野
Shamanar|夏瑪那
Ancestral Grounds|先祖之地
Windyreed Village|風蘆村
Elemental Plateau|元素高原
Kil'sorrow Fortress|吉爾索洛堡壘
The Ring of Trials|試煉競技場
Silvermyst Isle|銀謎小島
Daggerfen Village|匕首沼地村
Umbrafen Village|昂布拉凡村
Feralfen Village|菲拉芬村
Bloodscale Enclave|血鱗領地
Telredor|泰倫多爾
Zabra'jin|薩布拉金
Quagg Ridge|跨格山脊
The Spawning Glen|重生峽谷
The Dead Mire|死亡污泥
Sporeggar|斯博格爾
Ango'rosh Grounds|安格拉斯營地
Ango'rosh Stronghold|安格拉斯要塞
Funggor Cavern|方格洞穴
Serpent Lake|毒蛇之湖
The Drain|排水之地
Umbrafen Lake|昂布拉凡湖
Marshlight Lake|沼澤光之湖
Portal Clearing|暮光之門
Sporewind Lake|孢子風之湖
The Lagoon|瀉湖
Blades' Run|劍之小道
Blade Tooth Canyon|劍齒峽谷
Commons Hall|平民大廳
Derelict Manor|遺棄的莊園
Huntress of the Sun|太陽女獵師
Falconwing Square|獵鷹之翼廣場
Halaani Basin|哈剌尼盆地
Hewn Bog|開闢泥沼
Boha'mu Ruins|波哈姆廢墟
The Stadium|競技場
The Overlook|望海崖
Broken Hill|破碎之丘
Mag'hari Procession|瑪格哈利隊伍
Nesingwary Safari|奈辛瓦里狩旅團
Cenarion Thicket|塞納里奧灌木林
Tuurem|杜瑞
Veil Shienor|迷霧辛諾
Veil Skith|迷霧斯奇司
Veil Shalas|迷霧撒拉斯
Skettis|司凱堤斯
Blackwind Valley|黑風谷
Firewing Point|火翼崗哨
Grangol'var Village|葛蘭戈瓦村
Stonebreaker Hold|碎石堡
Allerian Stronghold|艾蘭里堡壘
Bonechewer Ruins|噬骨者廢墟
Veil Lithic|迷霧莉斯克
Olembas|奧萊姆貝斯
Auchindoun|奧齊頓
Veil Reskk|迷霧瑞斯克
Blackwind Lake|黑風湖
Lake Ere'Noru|艾利諾魯湖
Lake Jorune|佐魯湖
Skethyl Mountains|斯其索山脈
Misty Ridge|多霧山脊
The Broken Hills|破碎之丘
The Barrier Hills|阻礙之丘
The Bone Wastes|白骨荒野
Nagrand Arena|納葛蘭競技場
Laughing Skull Courtyard|獰笑骷髏庭院
The Ring of Blood|血之競技場
Arena Floor|競技場地面
Blade's Edge Arena|劍刃競技場
Shattrath City|撒塔斯城
The Shepherd's Gate|牧羊人之門
Telaari Basin|泰拉蕊盆地
Alliance Base|聯盟營地
Horde Encampment|部落營地
Night Elf Village|夜精靈村
Nordrassil|諾達希爾
Sholazar Basin|休拉薩盆地
Area 52|52區
The Blood Furnace|血熔爐
The Shattered Halls|破碎大廳
The Steamvault|蒸汽洞窟
The Underbog|深幽泥沼
The Slave Pens|奴隸監獄
Swamprat Post|斯溫派特崗哨
Bleeding Hollow Ruins|血之谷廢墟
Twin Spire Ruins|雙塔廢墟
The Crumbling Waste|破碎荒地
Manaforge Ara|法力熔爐艾拉
Arklon Ruins|阿克隆廢墟
Cosmowrench|扭曲太空
Ruins of Enkaat|安卡特廢墟
Manaforge B'naar|法力熔爐巴納爾
The Scrap Field|廢棄農場
The Vortex Fields|漩渦農場
The Heap|聚集之地
Manaforge Coruu|法力熔爐寇魯
The Tempest Rift|風暴裂口
Kirin'Var Village|肯瑞瓦村莊
The Violet Tower|紫羅蘭之塔
Manaforge Duro|法力熔爐杜羅
Voidwind Plateau|裂風高原
Manaforge Ultris|法力熔爐奧崔斯
Celestial Ridge|天國山脈
The Stormspire|風暴之尖
Forge Base: Oblivion|熔爐基地:遺忘
Forge Base: Gehenna|熔爐基地:苦難
Ruins of Farahlon|法拉隆廢墟
Socrethar's Seat|索奎薩爾的領地
Legion Hold|軍團要塞
Shadowmoon Village|影月村
Wildhammer Stronghold|蠻錘要塞
The Hand of Gul'dan|古爾丹火山
The Fel Pits|惡魔深淵
The Deathforge|死亡熔爐
Coilskar Cistern|考斯卡水池
Coilskar Point|考斯卡崗哨
Sunfire Point|烈日火焰崗哨
Illidari Point|伊利達瑞崗哨
Ruins of Baa'ri|巴瑞廢墟
Altar of Sha'tar|薩塔祭壇
The Stair of Doom|厄運階梯
Ruins of Karabor|卡拉伯爾廢墟
Ata'mal Terrace|阿塔莫露臺
Netherwing Fields|虛空之翼農場
Netherwing Ledge|虛空之翼岩架
The High Path|險惡之地
Windyreed Pass|風蘆小徑
Zangar Ridge|贊格山脊
The Twilight Ridge|暮光山脊
Razorthorn Trail|刺棘蔓
Orebor Harborage|奧雷伯爾港
Jagged Ridge|鋸齒山脊
Thunderlord Stronghold|雷霆王村
The Living Grove|生命之林
Sylvanaar|希爾瓦納
Bladespire Hold|劍刃要塞
Circle of Blood|血之環
Bloodmaul Outpost|血槌前哨站
Bloodmaul Camp|血槌營地
Draenethyst Mine|德萊尼礦坑
Trogma's Claim|索格瑪領土
Blackwing Coven|黑翼集會所
Grishnath|葛瑞許納什
Veil Lashh|迷霧拉斯
Veil Vekh|迷霧維克
Forge Camp: Terror|煉冶場:驚駭
Forge Camp: Wrath|煉冶場:憤怒
Ogri'la|歐格利拉
Forge Camp: Anger|煉冶場:怒氣
The Low Path|粗劣之地
Shadow Labyrinth|暗影迷宮
Auchenai Crypts|奧奇奈地穴
Sethekk Halls|塞司克大廳
Mana-Tombs|法力墓地
Felspark Ravine|魔焰深谷
Sha'naari Wastes|夏納瑞荒地
The Warp Fields|扭曲原野
Fallen Sky Ridge|墜天山脈
Haal'eshi Gorge|海艾斯峽谷
Stonewall Canyon|石鐮峽谷
Thornfang Hill|棘牙丘陵
Mag'har Grounds|瑪格哈營地
Void Ridge|虛無之脊
The Abyssal Shelf|深淵沙洲
The Legion Front|軍團前線
Zul'Aman|祖阿曼
Supply Caravan|補給商隊
Reaver's Fall|劫奪者荒野
Cenarion Post|塞納里奧前哨
Southern Rampart|南方堡壘
Northern Rampart|北方堡壘
Gor'gaz Outpost|葛卡茲哨站
Spinebreaker Post|斷脊氏族崗哨
The Path of Anguish|苦痛之路
East Supply Caravan|東部補給營地
Expedition Point|遠征隊哨塔
Zeppelin Crash|飛艇失事地
Bloodscale Grounds|血鱗營地
Darkcrest Enclave|暗羽營地
Eye of the Storm|暴風之眼
Warden's Cage|典獄官監牢
Eclipse Point|日蝕崗哨
Isle of Tribulations|磨難之島
Bloodmaul Ravine|血槌深谷
Dragons' End|飛龍之末
Daggermaw Canyon|匕爪峽谷
Vekhaar Stand|維克哈爾看臺
Ruuan Weald|魯安曠野
Veil Ruuan|迷霧魯安
Raven's Wood|烏鴉林
Death's Door|死亡之門
Vortex Summit|漩渦之巔
Razor Ridge|剃刀山脊
Ridge of Madness|瘋狂山脊
Dustquill Ravine|塵羽峽谷
Magtheridon's Lair|瑪瑟里頓的巢穴
Sunfury Hold|日怒要塞
Spinebreaker Mountains|斷脊氏族山脈
Abandoned Armory|被遺棄的軍械庫
The Black Temple|黑暗神廟
Darkcrest Shore|暗羽陸地
Tempest Keep|風暴要塞
Mok'Nathal Village|摩克納薩爾村
The Arcatraz|亞克崔茲
The Botanica|波塔尼卡
The Mechanar|麥克納爾
Netherstone|虛空石
Midrealm Post|領地崗哨
Tuluman's Landing|吐魯曼平臺
Protectorate Watch Post|護國者哨站
Circle of Blood Arena|血之環競技場
Elrendar Crossing|艾蘭達路口
Ammen Ford|安曼淺灘
Razorthorn Shelf|刺棘沙洲
Silmyr Lake|泥濘湖
Raastok Glade|羅史達克林地
Thalassian Pass|薩拉斯小徑
Churning Gulch|翻騰峽谷
Broken Wilds|破碎荒野
Bash'ir Landing|貝許爾平臺
Crystal Spine|水晶背脊
Skald|斯卡德
Bladed Gulch|刀刃峽谷
Gyro-Plank Bridge|環木橋
Mage Tower|法師塔
Blood Elf Tower|血精靈哨塔
Draenei Ruins|德萊尼廢墟
Fel Reaver Ruins|惡魔劫奪者廢墟
The Proving Grounds|試煉場
Eco-Dome Farfield|秘境原野
Eco-Dome Skyperch|秘境棲木
Eco-Dome Sutheron|桑什倫秘境
Eco-Dome Midrealm|秘境領地
Ethereum Staging Grounds|以太皇族軍事要塞
Chapel Yard|教堂庭院
Access Shaft Zeon|礦井之路通道
Trelleum Mine|崔爾曼礦坑
Invasion Point: Destroyer|侵略點：摧毀者
Camp of Boom|爆爆營地
Spinebreaker Pass|斷脊氏族小徑
Netherweb Ridge|幽網山脊
Derelict Caravan|被遺棄的商隊
Refugee Caravan|難民商隊
Shadow Tomb|暗影之墓
Veil Rhaze|迷霧瑞漢茲
Tomb of Lights|聖光之墓
Carrion Hill|腐蝕嶺
Writhing Mound|苦痛山丘
Ring of Observance|儀式競技場
Auchenai Grounds|奧奇奈營地
Cenarion Watchpost|塞納里奧看守站
Aldor Rise|奧多爾高地
Terrace of Light|聖光露臺
Scryer's Tier|占卜者階梯
Lower City|陰鬱城
Invasion Point: Overlord|侵略點：主宰者
Allerian Post|艾蘭里哨站
Stonebreaker Camp|碎石營地
Boulder'mok|圓面之地
Cursed Hollow|詛咒谷地
Coilfang Reservoir|盤牙蓄湖
The Bloodwash|血浴之地
Veridian Point|翠綠崗哨
Middenvale|廢棄谷
The Lost Fold|遺忘農場
Mystwood|神秘森林
Tranquil Shore|寧靜海岸
Goldenbough Pass|金枝小徑
Runestone Falithas|符石菲薩斯
Runestone Shan'dor|符石夏納多爾
Fairbridge Strand|美橋海岸
Moongraze Woods|牧月森林
Toshley's Station|托斯利基地
Singing Ridge|美聲山脊
Shatter Point|破碎崗哨
Arklonis Ridge|阿卡隆斯山脊
Bladespire Outpost|劍刃崗哨
Northmaul Tower|北槌哨塔
Southmaul Tower|南槌哨塔
Shattered Plains|破碎平原
Oronok's Farm|歐朗諾克的農場
The Altar of Damnation|詛咒祭壇
The Path of Conquest|征服之路
Eclipsion Fields|伊克利普森農場
Bladespire Grounds|劍刃庭園
Sketh'lon Base Camp|史凱瑟隆營地
Sketh'lon Wreckage|史凱瑟隆殘骸
Town Square|小鎮廣場
Wizard Row|巫師街
Deathforge Tower|死亡熔爐哨塔
Slag Watch|爐熔守望
Sanctum of the Stars|星光聖所
Dragonmaw Fortress|龍喉堡壘
The Fetid Pool|惡臭水池
Razaan's Landing|雷森平臺
Invasion Point: Cataclysm|侵略點：災難
The Altar of Shadows|暗影祭壇
Netherwing Pass|虛空之翼小徑
Wayne's Refuge|韋恩的避難所
The Scalding Pools|沸水池
Magma Fields|岩漿平原
Crimson Watch|赤紅守望
Evergrove|永恆樹林
Wyrmskull Bridge|龍骨橋
Scalewing Shelf|鱗翼沙洲
Wyrmskull Tunnel|龍骨隧道
Hellfire Basin|地獄火盆地
The Shadow Stair|暗影階梯
Sha'tari Outpost|薩塔前哨
Sha'tari Base Camp|薩塔營地
Black Temple|黑暗神廟
Soulgrinder's Barrow|靈魂研磨者獸穴
Sorrow Wing Point|憂傷之翼哨站
Vim'gol's Circle|梵戈之環
Dragonspine Ridge|龍脊山脊
Skyguard Outpost|禦天者前哨
Netherwing Mines|虛空之翼礦坑
Dragonmaw Base Camp|龍喉營地
Dragonmaw Skyway|龍喉航線
Rivendark's Perch|瑞文達科棲所
Obsidia's Perch|歐比希迪亞棲所
Insidion's Perch|印希迪恩棲所
Furywing's Perch|狂怒之翼棲所
Blackwind Landing|黑風平臺
Veil Harr'ik|迷霧哈瑞克
Terokk's Rest|泰洛克之墓
Veil Ala'rak|迷霧亞拉芮克
Upper Veil Shil'ak|迷霧希拉克上層
Lower Veil Shil'ak|迷霧希拉克下層
The Frozen Sea|冰凍之海
Daggercap Bay|匕鞘海灣
Valgarde|瓦爾加德
Wyrmskull Village|龍顱村
Nifflevar|尼弗瓦
Falls of Ymiron|依米倫瀑布
Echo Reach|回音之境
The Isle of Spears|群矛之島
Kamagua|卡瑪廓
Garvan's Reef|加爾文暗礁
Scalawag Point|無賴角
New Agamand|新阿加曼德
The Ancient Lift|遠古升降梯
Westguard Turret|鎮西砲塔
Halgrind|霍葛萊
The Laughing Stand|可笑的看臺
Baelgun's Excavation Site|巴爾古恩挖掘場
Explorers' League Outpost|探險者協會前哨
Westguard Keep|鎮西要塞
Steel Gate|鋼鐵之門
Vengeance Landing|復仇臺地
Baleheim|貝爾海姆
Skorn|斯考恩
Fort Wildervar|威德瓦堡壘
Vileprey Village|鄙掠村
Ivald's Ruin|伊瓦德遺跡
Gjalerbron|夏勒布隆
Tomb of the Lost Kings|逝王陵墓
Shartuul's Transporter|夏圖歐的傳送門
Illidari Training Grounds|伊利達瑞訓練場
Mudsprocket|泥鏈營地
Camp Winterhoof|冬蹄營地
Development Land|開發之地
Mightstone Quarry|力石礦場
Bloodspore Plains|血孢平原
Gammoth|甘默斯
Amber Ledge|琥珀岩臺
Coldarra|凜懼島
The Westrift|西裂峽
The Transitus Stair|隘境梯臺
Coast of Echoes|回聲海岸
Riplash Strand|裂鞭水岸
Riplash Ruins|裂鞭遺跡
Coast of Idols|巨像海岸
Pal'ea|帕雷亞
Valiance Keep|驍勇要塞
Winterfin Village|冬鰭村
The Borean Wall|北風之牆
The Geyser Fields|水泉原野
Fizzcrank Pumping Station|嘶軸幫浦站
Taunka'le Village|坦卡雷村
Magnamoth Caverns|瑪格納默斯洞窟
Coldrock Quarry|冷岩礦場
Njord's Breath Bay|尼約德之息海灣
Kaskala|卡斯卡拉
Transborea|越風之地
The Flood Plains|氾濫平原
Direhorn Post|恐角崗哨
Nat's Landing|納特的平臺
Ember Clutch|餘燼窩巢
