Original|Translated
Shindigger's Camp|Camp de Croquejarret
Plaguemist Ravine|Ravin de Pestebrume
Valorwind Lake|Lac Vent-vaillant
Agol'watha|Agol’watha
Hiri'watha Research Station|Centre de recherche d’Hiri’watha
The Creeping Ruin|Les ruines aux Rampants
Bogen's Ledge|Escarpement de Bogen
The Maker's Terrace|La terrasse du Faiseur
Dustwind Gulch|Goulet de la Bourrasque
Shaol'watha|Shaol’watha
Noonshade Ruins|Ruines d’Ombre-du-Zénith
Broken Pillar|Pilier Brisé
Abyssal Sands|Désert Abysséen
Southbreak Shore|Rivage de Brisesud
Caverns of Time|Grottes du Temps
The Marshlands|La Fondrière
Ironstone Plateau|Plateau de Rochefer
Blackchar Cave|Caverne de Noircharbon
Tanner Camp|Camp de Tanner
Dustfire Valley|Vallée des Escarbilles
Misty Reed Farm|Ferme de Brumejonc
Bloodvenom Post|Poste de la Vénéneuse
Talonbranch Glade|Clairière de Griffebranche
Quel'Thalas|Quel’thalas
Twilight Vale|Vallée du Crépuscule
Twilight Shore|Rivage du Crépuscule
Alcaz Island|Île d’Alcaz
Darkcloud Pinnacle|Cime de Noir-Nuage
Dawning Wood Catacombs|Catacombes du Bois-de-l’aube
Stonewatch Keep|Donjon de Guet-de-Pierre
Stoutlager Inn|Auberge de la Fortebière
Thunderbrew Distillery|Distillerie Tonnebière
Menethil Keep|Donjon de Menethil
Deepwater Tavern|Taverne de l’Eau-Profonde
Shadow Grave|Tombeau des Ombres
Brill Town Hall|Hôtel de ville de Brill
Gallows' End Tavern|Taverne des Pendus
The Pools of VisionUNUSED|[INUTILISÉ]Les bassins de la Vision
Dreadmist Den|Refuge de Brume-Funeste
Emberstrife's Den|Tanière de Brandeguerre
Onyxia's Lair|Repaire d’Onyxia
Windshear Mine|Mine des Cisailles
Roland's Doom|Destin de Roland
Battle Ring|L’arène
The Pools of Vision|Les bassins de la Vision
Shadowbreak Ravine|Ravin de Brèche-de-l’Ombre
Broken Spear Village|Village de la Lance brisée
Whitereach Post|Poste de Blanc-relais
Zane's Eye Crater|Cratère de l’Oeil de Zane
Mirage Raceway|Piste des Mirages
Frostsaber Rock|Roc des Sabres-de-Givre
The Hidden Grove|Le bosquet Caché
Timbermaw Post|Poste des Grumegueules
Winterfall Village|Village des Tombe-hiver
Frostfire Hot Springs|Sources de Givrefeu
Ice Thistle Hills|Collines des Chardons de glace
Frostwhisper Gorge|Gorge du Blanc murmure
Owl Wing Thicket|Fourré de l’Aile de la chouette
Lake Kel'Theril|Lac Kel’Theril
The Ruins of Kel'Theril|Les ruines de Kel’Theril
Starfall Village|Pluie-d’Étoiles
Ban'Thallow Barrow Den|Refuge des saisons de Ban’Thallow
Everlook|Long-Guet
Darkwhisper Gorge|Gorge du Sombre murmure
Deeprun Tram|Tram des profondeurs
The Fungal Vale|La vallée des Fongus
UNUSEDThe Marris Stead|La ferme des Marris
The Marris Stead|La ferme des Marris
The Undercroft|Le caveau de Zaeldarr
Darrowshire|Comté-de-Darrow
Crown Guard Tower|Tour de garde de la Couronne
Corin's Crossing|La Croisée de Corin
Death Cultist Base Camp|Campement du Sectateur de la mort
Tyr's Hand|Main de Tyr
The Scarlet Basilica|La basilique Écarlate
Light's Hope Chapel|Chapelle de l’Espoir de Lumière
Browman Mill|Scierie de Browman
The Noxious Glade|La clairière Nocive
Eastwall Tower|Tour du mur d’Est
Northdale|Valnord
Zul'Mashar|Zul’Mashar
Mazra'Alor|Mazra’Alor
Northpass Tower|Tour du Col du Nord
Quel'Lithien Lodge|Gîte de Quel’Lithien
Plaguewood|Pestebois
Scourgehold|Fort-Fléau
DO NOT USE|NE PAS UTILISER
Darrowmere Lake|Lac Darrowmere
Thistlefur Village|Village des Crins-de-Chardon
The Quagmire|Le Bourbier
Windbreak Canyon|Canyon de Brisevent
South Seas|Mers du Sud
Razor Hill Barracks|Caserne de Tranchecolline
Bloodtooth Camp|Camp de Dent-Rouge
Forest Song|Chant des forêts
Greenpaw Village|Village des Pattes-vertes
Silverwing Outpost|Avant-poste d’Aile-argent
Nighthaven|Havrenuit
Shrine of Remulos|Sanctuaire de Remulos
Stormrage Barrow Dens|Refuge des saisons de Malfurion
The Black Morass|Le Noir marécage
Old Hillsbrad Foothills|Contreforts de Hautebrande d’antan
Southshore|Austrivage
Hillsbrad Fields|Champs de Hautebrande
Southpoint Tower|Tour de la Pointe du Midi
Ranazjar Isle|Île de Ranazjar
Kormek's Hut|Hutte de Kormek
Shadowprey Village|Proie-de-l’Ombre
Blackrock Pass|Défilé des Rochenoires
Morgan's Vigil|Veille de Morgan
Slither Rock|Roc Sinueux
Terror Wing Path|Chemin de l’Aile de la terreur
Draco'dar|Draco’dar
Ragefire Chasm|Gouffre de Ragefeu
Nightsong Woods|Bois de Chantenuit
Morlos'Aran|Morlos’Aran
Emerald Sanctuary|Sanctuaire d’Émeraude
Jadefire Glen|Vallon des Jadefeu
Ruins of Constellas|Ruines de Constellas
Bitter Reaches|Confins Amers
Rise of the Defiler|Cime du Souilleur
Lariss Pavilion|Pavillon de Lariss
Woodpaw Hills|Collines des Griffebois
Woodpaw Den|Tanière des Griffebois
Verdantis River|La Verdantis
Ruins of Isildien|Ruines d’Isildien
Grimtotem Post|Poste Totem-Sinistre
Malaka'jin|Malaka’jin
Boulderslide Ravine|Ravin des Éboulis
Sishir Canyon|Canyon de Sishir
Dire Maul|Hache-Tripes
Deadwind Ravine|Ravin de Deuillevent
Diamondhead River|Rivière Diamondhead
Ariden's Camp|Camp d’Ariden
The Vice|L’Étau
Morgan's Plot|Le lopin de Morgan
Alterac Valley|Vallée d’Alterac
Scrabblescrew's Camp|Camp de Fouillevis
Jadefire Run|Défilé des Jadefeu
Thondroril River|La Thondroril
Lake Mereldar|Lac Mereldar
Pestilent Scar|Balafre Pestilentielle
The Infectis Scar|La Balafre infecte
Blackwood Lake|Lac de Noirbois
Eastwall Gate|Porte du Mur d’Est
Terrorweb Tunnel|Tunnel de Tisse-terreur
Terrordale|Val-Terreur
Kargathia Keep|Donjon de Kargathia
Valley of Bones|Vallée des Ossements
Blackwing Lair|Repaire de l’Aile noire
Deadman's Crossing|Croisée de l’Homme mort
Molten Core|Cœur du Magma
The Scarab Wall|Mur du Scarabée
Southwind Village|Village de Sudevent
Twilight Base Camp|Camp de base du Crépuscule
The Crystal Vale|La vallée des Cristaux
The Scarab Dais|L’Estrade du scarabée
Hive'Ashi|Ruche’Ashi
Hive'Zora|Ruche’Zora
Hive'Regal|Ruche’Regal
Shrine of the Fallen Warrior|Autel du Guerrier mort
UNUSED Alterac Valley|Vallée d’Alterac
Crystalsong Forest|Forêt du Chant de cristal
The Master's Cellar|La cave du Maître
Stonewrought Pass|Passage de Formepierre
The Rumble Cage|La Cage des grondements
Zoram'gar Outpost|Avant-poste de Zoram’gar
Hall of Legends|Hall des Légendes
Champions' Hall|Hall des Champions
Grosh'gok Compound|Base des Grosh’gok
Sleeping Gorge|Gorge Endormie
Irondeep Mine|Mine de Gouffrefer
Stonehearth Outpost|Avant-poste de Gîtepierre
Icewing Pass|Défilé de l’Aile de glace
Frostwolf Village|Village Loup-de-givre
Tower Point|Tour de la Halte
Coldtooth Mine|Mine de Froide-Dent
Winterax Hold|Repaire des Haches-d’hiver
Iceblood Garrison|Garnison de Glace-sang
Frostwolf Keep|Donjon Loup-de-givre
Tor'kren Farm|Ferme de Tor’kren
Frost Dagger Pass|Défilé de la Dague de givre
Ironstone Camp|Camp Rochefer
Weazel's Crater|Cratère de Fouignard
Tahonda Ruins|Ruines de Tahonda
Field of Strife|Champ Sanglant
Icewing Cavern|Caverne de l’Aile de glace
Valor's Rest|Repos des vaillants
The Swarming Pillar|Le pilier grouillant
Twilight Post|Poste du Crépuscule
Twilight Outpost|Avant-poste du Crépuscule
Ravaged Twilight Camp|Camp du Crépuscule ravagé
Shalzaru's Lair|Antre de Shalzaru
Talrendis Point|Halte de Talrendis
Rethress Sanctum|Sanctuaire de Rethress
Moon Horror Den|Antre de l’Horreur lunaire
Scalebeard's Cave|Caverne de Barbe-d’écailles
Boulderslide Cavern|Caverne des Éboulis
Warsong Labor Camp|Camp de travail Chanteguerre
Chillwind Camp|Camp du Noroît
The Maul|L’Étripoir
The Maul UNUSED|[INUTILISÉ]L’Étripoir
Bones of Grakkarond|Restes de Grakkarond
Warsong Gulch|Goulet des Chanteguerres
Frostwolf Graveyard|Cimetière Loup-de-givre
Frostwolf Pass|Col Loup-de-givre
Dun Baldar Pass|Col de Dun Baldar
Iceblood Graveyard|Cimetière de Glace-sang
Snowfall Graveyard|Cimetière des Neiges
Stonehearth Graveyard|Cimetière de Gîtepierre
Stormpike Graveyard|Cimetière Foudrepique
Icewing Bunker|Fortin de l’Aile de glace
Stonehearth Bunker|Fortin de Gîtepierre
Wildpaw Ridge|Crête des Follepattes
Revantusk Village|Village des Vengebroches
Rock of Durotan|Rocher de Durotan
Silverwing Grove|Bosquet d’Aile-argent
Warsong Lumber Mill|Scierie des Chanteguerres
Silverwing Hold|Fort d’Aile-Argent
Wildpaw Cavern|Caverne des Follepattes
The Veiled Cleft|La faille Voilée
Yojamba Isle|Île de Yojamba
Arathi Basin|Bassin Arathi
The Coil|L’Anneau
Mandokir's Domain|Domaine de Mandokir
Altar of the Blood God|Autel du Dieu sanglant
Temple of Bethekk|Temple de Bethekk
The Devil's Terrace|La terrasse du Diable
The Cache of Madness|L’antre de la Folie
Trollbane Hall|Manoir de Trollemort
Defiler's Den|Antre des Profanateurs
Farm|Ferme
Blacksmith|Forge
Lumber Mill|Scierie
Gold Mine|Mine d’or
Stables|Écuries
Cenarion Hold|Fort Cénarien
Staghelm Point|Halte de Forteramure
Bronzebeard Encampment|Campement de Barbe-de-Bronze
Ahn'Qiraj|Ahn’Qiraj
Ruins of Ahn'Qiraj|Ruines d’Ahn’Qiraj
Eversong Woods (Burning Crusade)|Bois des Chants éternels (The Burning Crusade)
Sunstrider Isle|Île de Haut-Soleil
Shrine of Dath'Remar|Sanctuaire de Dath’Remar
Ghostlands|Les terres Fantômes
Scarab Terrace|Terrasse du Scarabée
General's Terrace|Terrasse du Général
The Reservoir|Le Réservoir
The Hatchery|La chambre des Œufs
The Comb|Les Rayons
Watchers' Terrace|Terrasse des Guetteurs
Twilight's Run|Défilé du Crépuscule
Ortell's Hideout|La planque d’Ortell
The North Sea|La mer Boréale
City|de
Golden Strand|Grève dorée
Sunsail Anchorage|Mouillage des Voiles du soleil
Fairbreeze Village|Brise-Clémente
Magisters Gate|Porte du Magistère
Farstrider Retreat|Retraite des Pérégrins
North Sanctum|Sanctum Septentrional
West Sanctum|Sanctum Occidental
East Sanctum|Sanctum Oriental
Saltheril's Haven|Havre de Saltheril
Thuron's Livery|Écurie de Thuron
Stillwhisper Pond|Étang des Murmures-sereins
The Living Wood|Le bois Vivant
Azurebreeze Coast|Côte de Brise-d’Azur
Lake Elrendar|Lac Elrendar
The Scorched Grove|Le bosquet Incendié
Zeb'Watha|Zeb’Watha
Tor'Watha|Tor’Watha
Azjol-Nerub|Azjol-Nérub
Gates of Ahn'Qiraj|Portes d’Ahn’Qiraj
Duskwither Grounds|Terres de Ternesoir
Duskwither Spire|Flèche de Ternesoir
The Dead Scar|La Malebrèche
Hellfire Peninsula|Péninsule des Flammes infernales
The Sunspire|La Flèche solaire
Falthrien Academy|Académie de Falthrien
Ravenholdt Manor|Manoir de Ravenholdt
Silvermoon City (Burning Crusade)|Lune-d’Argent (The Burning Crusade)
Suncrown Village|Solcouronne
Goldenmist Village|Brume-d’Or
Windrunner Village|Coursevent
Windrunner Spire|Flèche de Coursevent
Sanctum of the Sun|Sanctum du Soleil
Sanctum of the Moon|Sanctum de la Lune
Dawnstar Spire|Flèche d’Aubétoile
Farstrider Enclave|Enclave des Pérégrins
An'daroth|An’daroth
An'telas|An’telas
An'owyn|An’owyn
Deatholme|Mortholme
Bleeding Ziggurat|Ziggourat Sanguinolente
Howling Ziggurat|Ziggourat Hurlante
Shalandis Isle|Île de Shalandis
Toryl Estate|Domaine de Toryl
Underlight Mines|Mines de Terradiance
Andilien Estate|Domaine d’Andilien
Hatchet Hills|Collines de la Cognée
Amani Pass|Passage des Amani
Sungraze Peak|Pic de Frôle-soleil
Amani Catacombs|Catacombes des Amani
Tower of the Damned|Tour des Damnés
Zeb'Sora|Zeb’Sora
Elrendar River|L’Elrendar
Zeb'Tela|Zeb’Tela
Zeb'Nowa|Zeb’Nowa
Terokkar Forest|Forêt de Terokkar
Shadowmoon Valley|Vallée d’Ombrelune
Zangarmarsh|Marécage de Zangar
Blade's Edge Mountains|Les Tranchantes
Netherstorm|Raz-de-Néant
Azuremyst Isle|Île de Brume-Azur
Bloodmyst Isle|Île de Brume-Sang
Ammen Vale|Val d’Ammen
Crash Site|Point d’impact
Silverline Lake|Lac Rivargent
Nestlewood Thicket|Fourré des Nidebois
Shadow Ridge|Ombrecrête
Skulking Row|Allée de la Rôdaille
Dawning Lane|Allée du Point-du-Jour
Ruins of Silvermoon|Ruines de Lune-d’Argent
Feth's Way|Voie de Feth
Borean Tundra|Toundra Boréenne
Honor Hold|Bastion de l’Honneur
The Stair of Destiny|L’escalier du Destin
Twisting Nether|Le Néant distordu
Forge Camp: Mageddon|Camp de forge : Mageddon
The Path of Glory|Le sentier de la Gloire
The Great Fissure|La Grande fissure
Plain of Shards|Plaine des Éclats
Hellfire Citadel|Citadelle des Flammes infernales
Expedition Armory|Armurerie de l’Expédition
Throne of Kil'jaeden|Trône de Kil’jaeden
Forge Camp: Rage|Camp de forge : Rage
Invasion Point: Annihilator|Site d’invasion : Annihilateur
Borune Ruins|Ruines de Borune
Ruins of Sha'naar|Ruines de Sha’naar
Temple of Telhamat|Temple de Telhamat
Pools of Aggonar|Bassins d’Aggonar
Falcon Watch|Guet de l’Épervier
Mag'har Post|Poste Mag’har
Den of Haal'esh|Tanière des Haal’esh
The Exodar|L’Exodar
Elrendar Falls|Chutes de l’Elrendar
Nestlewood Hills|Collines des Nidebois
Ammen Fields|Champs d’Ammen
The Sacred Grove|Le bosquet Sacré
Hellfire Ramparts|Remparts des Flammes infernales
Emberglade|Clairière de Braise
Cenarion Refuge|Refuge Cénarien
Moonwing Den|Tanière Aile-de-lune
Pod Cluster|Grappe de capsules
Pod Wreckage|Débris de Capsule
Tides' Hollow|Creux de la marée
Wrathscale Point|Cap des Irécailles
Bristlelimb Village|Village des Bras-hirsutes
Stillpine Hold|Repaire des Calmepins
Odesyus' Landing|Point d’accostage d’Odesyus
Valaar's Berth|Amarrage de Valaar
Silting Shore|Rivage Envasé
Azure Watch|Guet d’azur
Geezle's Camp|Camp de Geezle
Menagerie Wreckage|Débris de la ménagerie
Traitor's Cove|Crique du traître
Wildwind Peak|Pic Vent-sauvage
Wildwind Path|Sentier du Vent-sauvage
Zeth'Gor|Zeth’Gor
Beryl Coast|La côte de Béryl
Blood Watch|Guet du sang
Bladewood|Bois des Lames
The Vector Coil|La Bobine vectorielle
The Warp Piston|Le Piston de distorsion
The Cryo-Core|Le Cryocœur
The Crimson Reach|Les confins Cramoisis
Wrathscale Lair|Repaire des Irécailles
Ruins of Loreth'Aran|Ruines de Loreth’Aran
Blacksilt Shore|Le rivage de Vase noire
The Foul Pool|Le bassin Souillé
The Hidden Reef|Le récif Caché
Amberweb Pass|Passe d’Ambretoile
Wyrmscar Island|Île Balafre-du-ver
Talon Stand|Séjour des serres
Bristlelimb Enclave|L’enclave des Bras-hirsutes
Ragefeather Ridge|Crête des Rageplumes
Kessel's Crossing|La croisée de Kessel
Tel'athion's Camp|Camp de Tel’athion
The Bloodcursed Reef|Le récif du Sang maudit
Hyjal Past|Passé d’Hyjal
Hyjal Summit|Sommet d’Hyjal
Serpentshrine Cavern|Caverne du sanctuaire du Serpent
Vindicator's Rest|Repos du redresseur de torts
Unused3|Inutilisé3
Burning Blade Ruins|Ruines de la Lame-Ardente
Clan Watch|Guet des Clans
Bloodcurse Isle|Île du Sang maudit
Skysong Lake|Lac Chanteciel
Throne of the Elements|Trône des éléments
Laughing Skull Ruins|Ruines du Crâne-Ricanant
Warmaul Hill|Colline des Cogneguerre
Gruul's Lair|Repaire de Gruul
Auren Ridge|Crête d’Auren
Auren Falls|Chutes d’Auren
Lake Sunspring|Lac Berceau-de-l’Été
Sunspring Post|Poste de Berceau-de-l’Été
Aeris Landing|Point d’ancrage Aeris
Forge Camp: Fear|Camp de forge : Peur
Forge Camp: Hate|Camp de forge : Haine
Northwind Cleft|Faille de Norsevent
Southwind Cleft|Faille de Sudevent
Spirit Fields|Champs des Esprits
Ancestral Grounds|Terres Ancestrales
Windyreed Village|Ventejonc
Unused2|Inutilisé2
Elemental Plateau|Plateau Élémentaire
Kil'sorrow Fortress|Forteresse Kil’sorrau
The Ring of Trials|Arène des Épreuves
Silvermyst Isle|Île de Brume-Argent
Daggerfen Village|Tourbedague
Umbrafen Village|Umbretourbe
Feralfen Village|Tourbe-Farouche
Bloodscale Enclave|Enclave des Écailles-sanglantes
Zabra'jin|Zabra’jin
Quagg Ridge|Crête des Boues
The Spawning Glen|Le vallon des Pontes
The Dead Mire|La Morte-bourbe
Ango'rosh Grounds|Terres Ango’rosh
Ango'rosh Stronghold|Bastion Ango’rosh
Funggor Cavern|Caverne de Funggor
Serpent Lake|Lac des Serpents
The Drain|La Vidange
Umbrafen Lake|Lac Umbretourbe
Marshlight Lake|Lac des Furoles
Portal Clearing|Clairière du Portail
Sporewind Lake|Lac Ventespore
The Lagoon|Le Lagon
Blades' Run|Défilé des lames
Blade Tooth Canyon|Canyon de Lamecroc
Commons Hall|Communs
Derelict Manor|Manoir Abandonné
Huntress of the Sun|Chasseresse du soleil
Falconwing Square|Place de l’Épervier
Halaani Basin|Bassin Halaani
Hewn Bog|Tourbière Taillée
Boha'mu Ruins|Ruines de Boha’mu
The Stadium|Le Stade
The Overlook|Le Surplomb
Broken Hill|Colline Brisée
Mag'hari Procession|Procession Mag’hari
Nesingwary Safari|Safari de Nesingwary
Cenarion Thicket|Fourré Cénarien
Veil Shienor|Voile Shienor
Veil Skith|Voile Skith
Veil Shalas|Voile Shalas
Blackwind Valley|Vallée de Noirvent
Firewing Point|Halte Aile-de-feu
Grangol'var Village|Grangol’var
Stonebreaker Hold|Fort des Brise-Pierres
Allerian Stronghold|Bastion Allérien
Bonechewer Ruins|Ruines Mâche-les-os
Veil Lithic|Voile Lithic
Veil Reskk|Voile Reskk
Blackwind Lake|Lac Noirvent
Lake Ere'Noru|Lac Ere’Noru
Lake Jorune|Lac Jorune
Skethyl Mountains|Monts Skethyl
Misty Ridge|Crête Brumeuse
The Broken Hills|Les collines brisées
The Barrier Hills|La Barrière
The Bone Wastes|Le désert des Ossements
Nagrand Arena|Arène de Nagrand
Laughing Skull Courtyard|Cour du Crâne-Ricanant
The Ring of Blood|Arène de Sang
Arena Floor|Sol de l’arène
Blade's Edge Arena|Arène des Tranchantes
Shattrath City|Shattrath
The Shepherd's Gate|Porte du Berger
Telaari Basin|Bassin Telaari
Alliance Base|Base de l’Alliance
Horde Encampment|Campement de la Horde
Night Elf Village|Village elfe de la nuit
Sholazar Basin|Bassin de Sholazar
Area 52|Zone 52
The Blood Furnace|La Fournaise du sang
The Shattered Halls|Les salles Brisées
The Steamvault|Le caveau de la Vapeur
The Underbog|La Basse-tourbière
The Slave Pens|Les enclos aux esclaves
Swamprat Post|Poste du Rat des marais
Bleeding Hollow Ruins|Ruines de l’Orbite-Sanglante
Twin Spire Ruins|Ruines des Flèches jumelles
The Crumbling Waste|La Désagrégation
Arklon Ruins|Ruines Arklon
Cosmowrench|Cosmovrille
Ruins of Enkaat|Ruines d’Enkaat
Manaforge B'naar|Manaforge B’naar
The Scrap Field|La Ferraille
The Vortex Fields|Les champs du vortex
The Heap|Le Monceau
The Tempest Rift|La faille des Tempêtes
Kirin'Var Village|Kirin’Var
The Violet Tower|La tour Pourpre
Voidwind Plateau|Le plateau Vent-du-Vide
Celestial Ridge|Crête Céleste
The Stormspire|La Foudreflèche
Forge Base: Oblivion|Base de forge : Oubli
Forge Base: Gehenna|Base de forge : Géhenne
Ruins of Farahlon|Ruines de Farahlon
Socrethar's Seat|Siège de Socrethar
Legion Hold|Bastion de la Légion
Shadowmoon Village|Village d’Ombrelune
Wildhammer Stronghold|Bastion des Marteaux-Hardis
The Hand of Gul'dan|La Main de Gul’dan
The Fel Pits|Les Gangrefosses
The Deathforge|La Forgemort
Coilskar Cistern|Citerne de Glissentaille
Coilskar Point|Halte de Glissentaille
Sunfire Point|Halte du Feu solaire
Illidari Point|Halte Illidari
Ruins of Baa'ri|Ruines de Baa’ri
Altar of Sha'tar|Autel de Sha’tar
The Stair of Doom|L’escalier de la Fatalité
Ruins of Karabor|Ruines de Karabor
Ata'mal Terrace|Terrasse Ata’mal
Netherwing Fields|Champs de l’Aile-du-Néant
Netherwing Ledge|Escarpement de l’Aile-du-Néant
The High Path|Le Haut chemin
Windyreed Pass|Passe de Ventejonc
Zangar Ridge|Crête de Zangar
The Twilight Ridge|La crête du Crépuscule
Razorthorn Trail|Piste de Tranchépine
Orebor Harborage|Havre d’Orebor
Jagged Ridge|La crête Dentelée
Thunderlord Stronghold|Bastion des Sire-Tonnerre
The Living Grove|Le bosquet Vivant
Bladespire Hold|Bastion de Flèchelame
Circle of Blood|Cercle de sang
Bloodmaul Outpost|Avant-poste de la Masse-Sanglante
Bloodmaul Camp|Camp de la Masse-Sanglante
Draenethyst Mine|Mine de draenéthyste
Trogma's Claim|La Prétention de Trogma
Blackwing Coven|Convent de l’Aile noire
Veil Lashh|Voile Lashh
Veil Vekh|Voile Vekh
Forge Camp: Terror|Camp de forge : Terreur
Forge Camp: Wrath|Camp de forge : Courroux
Ogri'la|Ogri’la
Forge Camp: Anger|Camp de forge : Colère
The Low Path|Le Bas chemin
Shadow Labyrinth|Labyrinthe des Ombres
Auchenai Crypts|Cryptes Auchenaï
Sethekk Halls|Les salles des Sethekk
Mana-Tombs|Tombes-mana
Felspark Ravine|Ravin de Gangrétincelle
Sha'naari Wastes|Le désert Sha’naari
The Warp Fields|Les champs de Distorsion
