Original|Translated
Broken Spear Village|부러진창 마을
Whitereach Post|백사장 야영지
Gornia|고르니아
Zane's Eye Crater|제인의 눈동자 분화구
Mirage Raceway|신기루 경주장
Frostsaber Rock|눈호랑이 바위
The Hidden Grove|숨겨진 숲
Timbermaw Post|나무구렁 야영지
Winterfall Village|겨울눈 마을
Mazthoril|마즈소릴
Frostfire Hot Springs|얼음불꽃 온천
Ice Thistle Hills|얼음엉겅퀴 언덕
Dun Mandarr|던 만다르
Frostwhisper Gorge|서리속삭임 골짜기
Owl Wing Thicket|올빼미날개 숲
Lake Kel'Theril|켈테릴 호수
The Ruins of Kel'Theril|켈테릴의 폐허
Starfall Village|별똥별 마을
Ban'Thallow Barrow Den|반탈로우 지하굴
Everlook|눈망루 마을
Darkwhisper Gorge|검은속삭임 협곡
Deeprun Tram|깊은굴 지하철
The Fungal Vale|곰팡이 계곡
UNUSEDThe Marris Stead|매리스 농장 미사용
The Marris Stead|매리스 농장
The Undercroft|지하 납골당
Darrowshire|다로우골
Crown Guard Tower|산마루 경비탑
Corin's Crossing|코린 삼거리
Death Cultist Base Camp|죽음의 이교도 주둔지
Tyr's Hand|티르의 손 수도원
The Scarlet Basilica|붉은십자군 대성당
Light's Hope Chapel|희망의 빛 예배당
Browman Mill|브라우만 제분소
The Noxious Glade|맹독의 숲
Eastwall Tower|동부방벽 경비탑
Northdale|노스데일
Zul'Mashar|줄마샤르
Mazra'Alor|마즈라알로
Northpass Tower|북부관문 경비탑
Quel'Lithien Lodge|쿠엘리시엔 오두막
Plaguewood|역병숲
Scourgehold|스컬지 요새
DO NOT USE|미사용
Darrowmere Lake|다로우미어 호수
Caer Darrow|카엘 다로우
Thistlefur Village|엉겅퀴 마을
The Quagmire|먼지 수렁
Windbreak Canyon|갈기바람 협곡
South Seas|남쪽 바다
Razor Hill Barracks|칼바위 언덕 병영
Bloodtooth Camp|핏빛이빨 야영지
Forest Song|숲의 노래
Greenpaw Village|푸른발 마을
Silverwing Outpost|은빛날개 전초기지
Nighthaven|밤의 안식처
Shrine of Remulos|레물로스의 제단
Stormrage Barrow Dens|스톰레이지 지하굴
The Black Morass|검은늪
Old Hillsbrad Foothills|옛 언덕마루 구릉지
Southshore|남녘해안
Hillsbrad Fields|언덕마루 농장
Southpoint Tower|남부경비 탑
Tethris Aran|테드리스 아란
Ethel Rethor|에텔 레소르
Ranazjar Isle|라나즈자르 섬
Kormek's Hut|코르메크의 오두막
Shadowprey Village|그늘수렵 마을
Blackrock Pass|검은바위 고개
Morgan's Vigil|모건의 망루
Slither Rock|뱀갈퀴 바위굴
Terror Wing Path|공포의 날개 골짜기
Draco'dar|드라코다르
Ragefire Chasm|성난불길 협곡
Nightsong Woods|별빛노래 숲
Morlos'Aran|모를로스아란
Emerald Sanctuary|에메랄드 성소
Jadefire Glen|비취불꽃 숲
Ruins of Constellas|콘스텔라스 폐허
Bitter Reaches|시련의 산마루
Rise of the Defiler|파멸자의 봉우리
Lariss Pavilion|라리스 정자
Woodpaw Hills|덩굴발 언덕
Woodpaw Den|덩굴발 소굴
Verdantis River|베르단티스 강
Ruins of Isildien|이실디엔 폐허
Grimtotem Post|그림토템 초소
Camp Aparaje|아파라제 야영지
Malaka'jin|말라카진
Boulderslide Ravine|구릉바위 협곡
Sishir Canyon|시쉬르 협곡
Dire Maul|혈투의 전장
Deadwind Ravine|죽음의 협곡
Diamondhead River|다이아몬드 강
Ariden's Camp|아리덴의 야영지
The Vice|악의 소굴
Karazhan|카라잔
Morgan's Plot|모건의 터
Alterac Valley|알터랙 계곡
Scrabblescrew's Camp|스크래블스크류의 야영지
Jadefire Run|비취불꽃 비탈
Thondroril River|톤드로릴 강
Lake Mereldar|메렐다르 호수
Pestilent Scar|전염의 흉터
The Infectis Scar|오염의 흉터
Blackwood Lake|검은나무 호수
Eastwall Gate|동부방벽 관문
Terrorweb Tunnel|공포의 거미굴
Terrordale|테러데일
Kargathia Keep|카르가시아 요새
Valley of Bones|뼈의 골짜기
Blackwing Lair|검은날개 둥지
Deadman's Crossing|사자의 길
Molten Core|화산 심장부
The Scarab Wall|스카라베 성벽
Southwind Village|마파람 마을
Twilight Base Camp|황혼의 주둔지
The Crystal Vale|수정 골짜기
The Scarab Dais|스카라베 제단
Hive'Ashi|하이브아쉬
Hive'Zora|하이브조라
Hive'Regal|하이브레갈
Shrine of the Fallen Warrior|전사한 용사의 제단
UNUSED Alterac Valley|알터랙 계곡 미사용
Crystalsong Forest|수정노래 숲
The Master's Cellar|지배자의 지하실
Stonewrought Pass|돌다지 고개
The Rumble Cage|싸움 우리
Zoram'gar Outpost|조람가르 전초기지
Hall of Legends|전설의 전당
Champions' Hall|용사의 전당
Grosh'gok Compound|그로쉬고크 주둔지
Sleeping Gorge|수면의 협곡
Irondeep Mine|깊은무쇠 광산
Stonehearth Outpost|돌난로 전초기지
Dun Baldar|던 발다르
Icewing Pass|얼음날개 고개
Frostwolf Village|서리늑대 마을
Tower Point|거점 보초탑
Coldtooth Mine|얼음이빨 광산
Winterax Hold|겨울도끼 요새
Iceblood Garrison|얼음피 주둔지
Frostwolf Keep|서리늑대 요새
Tor'kren Farm|톨크렌 농장
Frost Dagger Pass|서리비수 고개
Ironstone Camp|강철바위 야영지
Weazel's Crater|위젤의 분화구
Tahonda Ruins|타혼다 폐허
Field of Strife|투쟁의 벌판
Icewing Cavern|얼음날개 동굴
Valor's Rest|용사의 안식처
The Swarming Pillar|벌레무리 기둥
Twilight Post|황혼의 초소
Twilight Outpost|황혼의 전초기지
Ravaged Twilight Camp|파괴된 황혼의 야영지
Shalzaru's Lair|샬자루의 둥지
Talrendis Point|탈렌디스 초소
Rethress Sanctum|레스리스 성소
Moon Horror Den|공포의 달빛 동굴
Scalebeard's Cave|비늘수염 동굴
Boulderslide Cavern|구릉바위 동굴
Warsong Labor Camp|전쟁노래 노동기지
Chillwind Camp|서리바람 야영지
The Maul|검투장
The Maul UNUSED|검투장 미사용
Bones of Grakkarond|그락카론드의 무덤
Warsong Gulch|전쟁노래 협곡
Frostwolf Graveyard|서리늑대 무덤
Frostwolf Pass|서리늑대 고개
Dun Baldar Pass|던 발다르 고개
Iceblood Graveyard|얼음피 무덤
Snowfall Graveyard|눈사태 무덤
Stonehearth Graveyard|돌난로 무덤
Stormpike Graveyard|스톰파이크 무덤
Icewing Bunker|얼음날개 참호
Stonehearth Bunker|돌난로 참호
Wildpaw Ridge|자갈발 마루
Revantusk Village|깨진엄니 마을
Rock of Durotan|듀로탄 바위
Silverwing Grove|은빛날개 숲
Warsong Lumber Mill|전쟁노래 제재소
Silverwing Hold|은빛날개 요새
Wildpaw Cavern|자갈발 동굴
The Veiled Cleft|장막의 틈
Yojamba Isle|요잠바 섬
Arathi Basin|아라시 분지
The Coil|증오의 똬리
Mandokir's Domain|만도키르의 영지
Altar of the Blood God|혈신의 제단
Temple of Bethekk|베데크 신전
The Devil's Terrace|악마의 단상
The Cache of Madness|광란의 은닉처
Trollbane Hall|트롤베인 전당
Defiler's Den|파멸의 전당
Farm|농장
Blacksmith|대장장이
Lumber Mill|제재소
Gold Mine|금광
Stables|마구간
Cenarion Hold|세나리온 요새
Staghelm Point|스태그헬름 거점
Bronzebeard Encampment|브론즈비어드 야영지
Ahn'Qiraj|안퀴라즈
Ruins of Ahn'Qiraj|안퀴라즈 폐허
Eversong Woods (Burning Crusade)|영원노래 숲 (불타는 성전)
Sunstrider Isle|선스트라이더 섬
Shrine of Dath'Remar|다트리마의 제단
Ghostlands|유령의 땅
Scarab Terrace|스카라베 정원
General's Terrace|장군의 정원
The Reservoir|안퀴라즈 저장실
The Hatchery|안퀴라즈 부화장
The Comb|안퀴라즈 둥지
Watchers' Terrace|감시자의 정원
Twilight's Run|황혼의 터
Ortell's Hideout|오르텔의 은신처
The North Sea|북해
Naxxramas|낙스라마스
City|차원문
Golden Strand|황금 해안
Sunsail Anchorage|해돋이 부두
Fairbreeze Village|산들바람 마을
Magisters Gate|마법학자 관문
Farstrider Retreat|원정순찰대 산장
North Sanctum|북부 성소
West Sanctum|서부 성소
East Sanctum|동부 성소
Saltheril's Haven|살데릴의 안식처
Thuron's Livery|투론의 매타조 훈련장
Stillwhisper Pond|잔잔한 속삭임 연못
The Living Wood|생명의 숲
Azurebreeze Coast|하늘바람 해안
Lake Elrendar|엘렌다르 호수
The Scorched Grove|불타버린 숲
Zeb'Watha|제브와타
Tor'Watha|토르와타
Azjol-Nerub|아졸네룹
Gates of Ahn'Qiraj|안퀴라즈 성문
Duskwither Grounds|더스크위더 정원
Duskwither Spire|더스크위더 첨탑
The Dead Scar|죽음의 흉터
Hellfire Peninsula|지옥불 반도
The Sunspire|태양 첨탑
Falthrien Academy|팔스리엔 마법학회
Ravenholdt Manor|라벤홀트 장원
Silvermoon City (Burning Crusade)|실버문 (불타는 성전)
Tranquillien|트랜퀼리엔
Suncrown Village|태양왕관 마을
Goldenmist Village|황금안개 마을
Windrunner Village|윈드러너 마을
Windrunner Spire|윈드러너 첨탑
Sanctum of the Sun|태양의 성소
Sanctum of the Moon|달의 성소
Dawnstar Spire|돈스타 첨탑
Farstrider Enclave|원정순찰대 초소
An'daroth|안다로스
An'telas|안텔라스
An'owyn|안오윈
Deatholme|데솔름
Bleeding Ziggurat|피투성이 지구라트
Howling Ziggurat|울부짖는 지구라트
Shalandis Isle|샬란디스 섬
Toryl Estate|토릴 영지
Underlight Mines|미명 광산
Andilien Estate|안딜리엔 영지
Hatchet Hills|손도끼 언덕
Amani Pass|아마니 고개
Sungraze Peak|해넘이 봉우리
Amani Catacombs|아마니 지하묘지
Tower of the Damned|저주받은 자의 탑
Zeb'Sora|제브소라
Elrendar River|엘렌다르 강
Zeb'Tela|제브텔라
Zeb'Nowa|제브노와
Nagrand|나그란드
Terokkar Forest|테로카르 숲
Shadowmoon Valley|어둠달 골짜기
Zangarmarsh|장가르 습지대
Blade's Edge Mountains|칼날 산맥
Netherstorm|황천의 폭풍
Azuremyst Isle|하늘안개 섬
Bloodmyst Isle|핏빛안개 섬
Ammen Vale|암멘 골짜기
Crash Site|추락 지점
Silverline Lake|희망의 호수
Nestlewood Thicket|다닥나무 숲
Shadow Ridge|어둠 마루
Skulking Row|위험한 거리
Dawning Lane|새벽길
Ruins of Silvermoon|실버문 폐허
Feth's Way|페스의 길
Thrallmar|스랄마
Borean Tundra|북풍의 땅
Honor Hold|명예의 요새
The Stair of Destiny|운명의 계단
Twisting Nether|뒤틀린 황천
Forge Camp: Mageddon|멸망의 괴철로 기지
The Path of Glory|영광의 길
The Great Fissure|거대한 균열
Plain of Shards|수정 들판
Hellfire Citadel|지옥불 성채
Expedition Armory|원정대 무기고
Throne of Kil'jaeden|킬제덴의 옥좌
Forge Camp: Rage|분노의 괴철로 기지
Invasion Point: Annihilator|파멸자의 침공 거점
Borune Ruins|보룬 폐허
Ruins of Sha'naar|샤나르 폐허
Temple of Telhamat|텔하마트 사원
Pools of Aggonar|아고나르의 웅덩이
Falcon Watch|매의 감시탑
Mag'har Post|마그하르 거점
Den of Haal'esh|하알에쉬 소굴
The Exodar|엑소다르
Elrendar Falls|엘렌다르 폭포
Nestlewood Hills|다닥나무 언덕
Ammen Fields|암멘 들판
The Sacred Grove|신성한 숲
Hellfire Ramparts|지옥불 성루
Emberglade|잿불숲
Cenarion Refuge|세나리온 야영지
Moonwing Den|달날개 소굴
Pod Cluster|탈출선 착륙지
Pod Wreckage|탈출선 잔해
Tides' Hollow|파도 동굴
Wrathscale Point|성난비늘 거점
Bristlelimb Village|뾰족가지 마을
Stillpine Hold|너울소나무 요새
Odesyus' Landing|오디시우스의 정박지
Valaar's Berth|발라르의 나루
Silting Shore|개펄 해안
Azure Watch|하늘 감시초소
Geezle's Camp|기즐의 야영지
Menagerie Wreckage|화물선 잔해
Traitor's Cove|배신자의 만
Wildwind Peak|갈기바람 봉우리
Wildwind Path|갈기바람 길
Zeth'Gor|제스고르
Beryl Coast|녹주석 해안
Blood Watch|핏빛 감시초소
Bladewood|칼날숲
The Vector Coil|벡터 코일
The Warp Piston|초공간 추진기
The Cryo-Core|극저온 핵
The Crimson Reach|진홍 해안
Wrathscale Lair|성난비늘 둥지
Ruins of Loreth'Aran|로레스아란 폐허
Nazzivian|나지비안
Axxarien|악사리엔
Blacksilt Shore|검은진흙 해안
The Foul Pool|타락의 웅덩이
The Hidden Reef|숨은 산호초
Amberweb Pass|호박그물 고개
Wyrmscar Island|고룡흉터 섬
Talon Stand|갈퀴발톱 언덕
Bristlelimb Enclave|뾰족가지 군락
Ragefeather Ridge|성난깃털 마루
Kessel's Crossing|케셀의 길목
Tel'athion's Camp|텔아시온의 야영지
The Bloodcursed Reef|핏빛저주의 산호초
Hyjal Past|과거의 하이잘
Hyjal Summit|하이잘 정상
Serpentshrine Cavern|불뱀 제단
Vindicator's Rest|구원자의 안식처
Unused3|미사용3
Burning Blade Ruins|불타는 칼날단 폐허
Clan Watch|부족 초소
Bloodcurse Isle|핏빛저주의 섬
Garadar|가라다르
Skysong Lake|하늘노래 호수
Throne of the Elements|정령의 옥좌
Laughing Skull Ruins|웃는 해골 폐허
Warmaul Hill|전쟁망치 언덕
Gruul's Lair|그룰의 둥지
Auren Ridge|아우렌 마루
Auren Falls|아우렌 폭포
Lake Sunspring|태양여울 호수
Sunspring Post|태양여울 주둔지
Aeris Landing|에어리스 착륙지
Forge Camp: Fear|경악의 괴철로 기지
Forge Camp: Hate|증오의 괴철로 기지
Telaar|텔라아르
Northwind Cleft|북새바람 동굴
Halaa|할라아
Southwind Cleft|마파람 동굴
Oshu'gun|오슈군
Spirit Fields|정기의 들판
Shamanar|샤마나르
Ancestral Grounds|선조의 터
Windyreed Village|바람갈대 마을
Unused2|미사용2
Elemental Plateau|정령의 고원
Kil'sorrow Fortress|킬소로우 요새
The Ring of Trials|시험의 투기장
Silvermyst Isle|은빛안개 섬
Daggerfen Village|비수늪 마을
Umbrafen Village|그늘늪 마을
Feralfen Village|야생늪 마을
Bloodscale Enclave|피비늘 군락
Telredor|텔레도르
Zabra'jin|자브라진
Quagg Ridge|쿠아그 마루
The Spawning Glen|부화의 골짜기
The Dead Mire|죽음의 늪
Sporeggar|스포어가르
Ango'rosh Grounds|앙고로쉬 영토
Ango'rosh Stronghold|앙고로쉬 소굴
Funggor Cavern|버섯 동굴
Serpent Lake|물갈퀴 호수
The Drain|배수로
Umbrafen Lake|그늘늪 호수
Marshlight Lake|수렁등불 호수
Portal Clearing|차원문 폐허
Sporewind Lake|포자바람 호수
The Lagoon|바다자리 호수
Blades' Run|칼날 고개
Blade Tooth Canyon|칼날이빨 대협곡
Commons Hall|대강당
Derelict Manor|버려진 장원
Huntress of the Sun|태양의 여사냥꾼
Falconwing Square|매날개 광장
Halaani Basin|할라아니 분지
Hewn Bog|벌거벗은 수렁
Boha'mu Ruins|보하무 폐허
The Stadium|경기장
The Overlook|전망대
Broken Hill|무너진 언덕
Mag'hari Procession|마그하리 행렬
Nesingwary Safari|네싱워리 탐험대
Cenarion Thicket|세나리온 수풀
Tuurem|투렘
Veil Shienor|장막의 쉬에노르
Veil Skith|장막의 스키스
Veil Shalas|장막의 샬라스
Skettis|스케티스
Blackwind Valley|검은바람 계곡
Firewing Point|불꽃날개 거점
Grangol'var Village|그란골바르 마을
Stonebreaker Hold|돌망치 요새
Allerian Stronghold|알레리아 성채
Bonechewer Ruins|해골이빨 폐허
Veil Lithic|장막의 리디크
Olembas|올렘바스
Auchindoun|아킨둔
Veil Reskk|장막의 레스크
Blackwind Lake|검은바람 호수
Lake Ere'Noru|에레노루 호수
Lake Jorune|조룬 호수
Skethyl Mountains|스키실 산맥
Misty Ridge|안개 마루
The Broken Hills|뒤틀린 언덕
The Barrier Hills|울타리 언덕
The Bone Wastes|해골 무덤
Nagrand Arena|나그란드 투기장
Laughing Skull Courtyard|웃는 해골 광장
The Ring of Blood|피의 투기장
Arena Floor|투기장
Blade's Edge Arena|칼날 산맥 투기장
Shattrath City|샤트라스
The Shepherd's Gate|수호자의 관문
Telaari Basin|텔라아리 분지
Alliance Base|얼라이언스 주둔지
Horde Encampment|호드 야영지
Night Elf Village|나이트 엘프 마을
Nordrassil|놀드랏실
Sholazar Basin|숄라자르 분지
Area 52|52번 구역
The Blood Furnace|피의 용광로
The Shattered Halls|으스러진 손의 전당
The Steamvault|증기 저장고
The Underbog|지하수렁
The Slave Pens|강제 노역소
Swamprat Post|늪쥐 감시초소
Bleeding Hollow Ruins|피눈물 폐허
Twin Spire Ruins|쌍둥이 첨탑 폐허
The Crumbling Waste|부서진 잔해
Manaforge Ara|아라 마나괴철로
Arklon Ruins|알클론 폐허
Cosmowrench|비틀린 우주
Ruins of Enkaat|엔카트 폐허
Manaforge B'naar|브나르 마나괴철로
The Scrap Field|고철 지대
The Vortex Fields|소용돌이 지대
The Heap|고철더미
Manaforge Coruu|코루 마나괴철로
The Tempest Rift|폭풍우 균열
Kirin'Var Village|키린바르 마을
The Violet Tower|보랏빛 탑
Manaforge Duro|듀로 마나괴철로
Voidwind Plateau|공허의 바람 고원
Manaforge Ultris|울트리스 마나괴철로
Celestial Ridge|하늘 마루
The Stormspire|폭풍 첨탑
Forge Base: Oblivion|망각의 괴철로 주둔지
Forge Base: Gehenna|지옥의 괴철로 주둔지
Ruins of Farahlon|파랄론 폐허
Socrethar's Seat|소크레타르의 옥좌
Legion Hold|불타는 군단 요새
Shadowmoon Village|어둠달 마을
Wildhammer Stronghold|와일드해머 성채
The Hand of Gul'dan|굴단의 손아귀
The Fel Pits|지옥의 구덩이
The Deathforge|죽음의 괴철로
Coilskar Cistern|갈퀴흉터 저수지
Coilskar Point|갈퀴흉터 거점
Sunfire Point|태양불꽃 거점
Illidari Point|일리다리 거점
Ruins of Baa'ri|바아리 폐허
Altar of Sha'tar|샤타르 제단
The Stair of Doom|파멸의 계단
Ruins of Karabor|카라보르 폐허
Ata'mal Terrace|아타말 언덕
Netherwing Fields|황천날개 벌판
Netherwing Ledge|황천날개 마루
The High Path|높은길
Windyreed Pass|바람갈대 고개
Zangar Ridge|장가르 마루
The Twilight Ridge|황혼의 마루
Razorthorn Trail|서슬가시 고개
Orebor Harborage|오레보르 피난처
Jagged Ridge|뾰족 마루
Thunderlord Stronghold|천둥군주 요새
The Living Grove|생명의 숲
Sylvanaar|실바나르
Bladespire Hold|칼날첨탑 요새
Circle of Blood|피의 투기장
Bloodmaul Outpost|피망치 전초기지
Bloodmaul Camp|피망치 야영지
Draenethyst Mine|드레니시스트 광산
Trogma's Claim|트로그마의 점령지
Blackwing Coven|검은날개 소굴
