Original|Translated
Whitereach Post|Campamento del Tramo Blanco
Zane's Eye Crater|Cráter del Ojo de Zane
Mirage Raceway|Circuito del Espejismo
Frostsaber Rock|Roca Sable de Hielo
The Hidden Grove|La Arboleda Oculta
Timbermaw Post|Puesto de los Fauces de Madera
Winterfall Village|Poblado Nevada
Frostfire Hot Springs|Baños de Fuego de Escarcha
Ice Thistle Hills|Colinas Cardo Nevado
Frostwhisper Gorge|Cañón Levescarcha
Owl Wing Thicket|Matorral del Ala del Búho
Lake Kel'Theril|Lago Kel'Theril
The Ruins of Kel'Theril|Las Ruinas de Kel'Theril
Starfall Village|Aldea Estrella Fugaz
Ban'Thallow Barrow Den|Túmulo de Ban'Thallow
Everlook|Vista Eterna
Darkwhisper Gorge|Garganta Negro Rumor
Deeprun Tram|Tranvía Subterráneo
The Fungal Vale|Cuenca Fungal
The Marris Stead|Hacienda de Marris
The Undercroft|La Subgranja
Darrowshire|Villa Darrow
Crown Guard Tower|Torre de la Corona
Corin's Crossing|Cruce de Corin
Death Cultist Base Camp|Campamento Cultor de la Muerte
Tyr's Hand|Mano de Tyr
The Scarlet Basilica|La Basílica Escarlata
Light's Hope Chapel|Capilla de la Esperanza de la Luz
Browman Mill|Molino Cejifrente
The Noxious Glade|El Claro Ponzoñoso
Eastwall Tower|Torre de la Muralla del Este
Northdale|Vallenorte
Northpass Tower|Torre del Paso Norte
Quel'Lithien Lodge|Refugio Quel'Lithien
Plaguewood|Bosque de la Peste
Scourgehold|Fuerte de la Plaga
Darrowmere Lake|Lago Darrowmere
Caer Darrow|Castel Darrow
Thistlefur Village|Poblado Piel de Cardo
The Quagmire|El Lodazal
Windbreak Canyon|Cañón Rompevientos
South Seas|Mares del Sur
Razor Hill Barracks|Cuartel de Cerrotajo
Bloodtooth Camp|Asentamiento Sangradientes
Forest Song|Canción del Bosque
Greenpaw Village|Poblado Zarpaverde
Silverwing Outpost|Avanzada Ala de Plata
Nighthaven|Amparo de la Noche
Shrine of Remulos|Santuario de Remulos
Stormrage Barrow Dens|Túmulo de Tempestira
The Black Morass|La Ciénaga Negra
Old Hillsbrad Foothills|Antiguas Laderas de Trabalomas
Southshore|Costasur
Hillsbrad Fields|Campos de Trabalomas
Southpoint Tower|Torre Austral
Ranazjar Isle|Isla Ranazjar
Kormek's Hut|Cabaña de Kormek
Shadowprey Village|Aldea Cazasombras
Blackrock Pass|Desfiladero de Roca Negra
Morgan's Vigil|Vigilia de Morgan
Slither Rock|Roca Desliz
Terror Wing Path|Senda del Ala del Terror
Ragefire Chasm|Sima Ígnea
Nightsong Woods|Bosque Arrullanoche
Emerald Sanctuary|Santuario Esmeralda
Jadefire Glen|Cañada Fuego de Jade
Ruins of Constellas|Ruinas de Constellas
Bitter Reaches|Costa Amarga
Rise of the Defiler|Alto de los Rapiñadores
Lariss Pavilion|Pabellón de Lariss
Woodpaw Hills|Colinas Zarpaleña
Woodpaw Den|Guarida de los Zarpaleña
Verdantis River|Río Verdantis
Ruins of Isildien|Ruinas de Isildien
Grimtotem Post|Poblado Tótem Siniestro
Camp Aparaje|Campamento Aparaje
Boulderslide Ravine|Barranco del Alud
Sishir Canyon|Cañón Sishir
Dire Maul|La Masacre
Deadwind Ravine|Barranco de la Muerte
Diamondhead River|Río Diamante
Ariden's Camp|Campamento de Ariden
The Vice|El Vicio
Morgan's Plot|Terreno de Morgan
Alterac Valley|Valle de Alterac
Scrabblescrew's Camp|Campamento de los Mezclatornillos
Jadefire Run|Camino Fuego de Jade
Thondroril River|Río Thondroril
Lake Mereldar|Lago Mereldar
Pestilent Scar|Cicatriz Pestilente
The Infectis Scar|La Cicatriz Purulenta
Blackwood Lake|Lago del Bosque Negro
Eastwall Gate|Puerta de la Muralla del Este
Terrorweb Tunnel|Túnel Terroarácnido
Terrordale|Valle del Terror
Kargathia Keep|Fuerte de Kargathia
Valley of Bones|Valle de los Huesos
Blackwing Lair|Guarida de Alanegra
Deadman's Crossing|Cruce de la Muerte
Molten Core|Núcleo de Magma
The Scarab Wall|El Muro del Escarabajo
Southwind Village|Aldea del Viento del Sur
Twilight Base Camp|Campamento Crepúsculo
The Crystal Vale|La Vega de Cristal
The Scarab Dais|Estrado del Escarabajo
Hive'Ashi|Colmen'Ashi
Hive'Zora|Colmen'Zora
Hive'Regal|Colmen'Regal
Shrine of the Fallen Warrior|Santuario del Guerrero Caído
Crystalsong Forest|Bosque Canto de Cristal
The Master's Cellar|El Sótano del Maestro
Stonewrought Pass|Paso de Fraguapiedra
The Rumble Cage|La Jaula del Rugido
Zoram'gar Outpost|Avanzada de Zoram'gar
Hall of Legends|Sala de las Leyendas
Champions' Hall|Sala de los Campeones
Grosh'gok Compound|Dominios Grosh'gok
Sleeping Gorge|Desfiladero del Letargo
Irondeep Mine|Mina Ferrohondo
Stonehearth Outpost|Avanzada Piedrahogar
Icewing Pass|Paso de Ala Gélida
Frostwolf Village|Aldea Lobo Gélido
Tower Point|Torre de la Punta
Coldtooth Mine|Mina Dentefrío
Winterax Hold|Fuerte Hacha Invernal
Iceblood Garrison|Baluarte Sangrehielo
Frostwolf Keep|Bastión Lobo Gélido
Tor'kren Farm|Granja Tor'kren
Frost Dagger Pass|Paso de la Daga Escarcha
Ironstone Camp|Campamento Roca de Hierro
Weazel's Crater|Cráter de la Comadreja
Tahonda Ruins|Ruinas de Tahonda
Field of Strife|Tierra de Disputa
Icewing Cavern|Cueva Ala Gélida
Valor's Rest|Sosiego del Valor
The Swarming Pillar|El Pilar de la Ascensión
Twilight Post|Puesto Crepúsculo
Twilight Outpost|Avanzada Crepúsculo
Ravaged Twilight Camp|Campamento Crepúsculo Devastado
Shalzaru's Lair|Guarida de Shalzaru
Talrendis Point|Punta Talrendis
Rethress Sanctum|Sagrario de Rethress
Moon Horror Den|Cubil del Horror de la Luna
Scalebeard's Cave|Cueva de Barbaescamas
Boulderslide Cavern|Cueva del Alud
Warsong Labor Camp|Campo de trabajos forzados Grito de Guerra
Chillwind Camp|Campamento del Orvallo
The Maul|La Marra
Bones of Grakkarond|Huesos de Grakkarond
Warsong Gulch|Garganta Grito de Guerra
Frostwolf Graveyard|Cementerio Lobo Gélido
Frostwolf Pass|Paso Lobo Gélido
Dun Baldar Pass|Paso de Dun Baldar
Iceblood Graveyard|Cementerio Sangrehielo
Snowfall Graveyard|Cementerio Avalancha
Stonehearth Graveyard|Cementerio Piedrahogar
Stormpike Graveyard|Cementerio Pico Tormenta
Icewing Bunker|Búnker Ala Gélida
Stonehearth Bunker|Búnker Piedrahogar
Wildpaw Ridge|Risco Zarpa Salvaje
Revantusk Village|Poblado Sañadiente
Rock of Durotan|Roca de Durotan
Silverwing Grove|Claro Ala de Plata
Warsong Lumber Mill|Serrería Grito de Guerra
Silverwing Hold|Bastión Ala de Plata
Wildpaw Cavern|Caverna Zarpa Salvaje
The Veiled Cleft|La Grieta Velada
Yojamba Isle|Isla Yojamba
Arathi Basin|Cuenca de Arathi
The Coil|El Serpenteo
Mandokir's Domain|Dominios de Mandokir
Altar of the Blood God|Altar del Dios de la Sangre
Temple of Bethekk|Templo de Bethekk
The Devil's Terrace|El Altar Demoniaco
The Cache of Madness|El Extremo de la Locura
Trollbane Hall|Bastión de Aterratrols
Defiler's Den|Guarida de los Rapiñadores
Farm|Granja
Blacksmith|Herrería
Lumber Mill|Aserradero
Gold Mine|Mina de oro
Stables|Establos
Cenarion Hold|Fuerte Cenarion
Staghelm Point|Punta de Corzocelada
Bronzebeard Encampment|Campamento Barbabronce
Ruins of Ahn'Qiraj|Ruinas de Ahn'Qiraj
Eversong Woods (Burning Crusade)|Bosque Canción Eterna (Burning Crusade)
Sunstrider Isle|Isla del Caminante del Sol
Shrine of Dath'Remar|Santuario de Dath'Remar
Ghostlands|Tierras Fantasma
Scarab Terrace|Bancal del Escarabajo
General's Terrace|Bancal del General
The Reservoir|La Presa
The Hatchery|El Criadero
The Comb|El Panal
Watchers' Terrace|Bancal de los Oteadores
Twilight's Run|Paseo Crepúsculo
Ortell's Hideout|Guarida de Ortell
The North Sea|El Mar del Norte
City|de
Golden Strand|La Ensenada Dorada
Sunsail Anchorage|Fondeadero Vela del Sol
Fairbreeze Village|Aldea Brisa Pura
Magisters Gate|Puerta Magister
Farstrider Retreat|El Retiro del Errante
North Sanctum|Sagrario del Norte
West Sanctum|Sagrario del Oeste
East Sanctum|Sagrario del Este
Saltheril's Haven|Refugio de Saltheril
Thuron's Livery|Caballería de Thuron
Stillwhisper Pond|Charca Plácido Susurro
The Living Wood|El Bosque Viviente
Azurebreeze Coast|Costa Bris Azur
Lake Elrendar|Lago Elrendar
The Scorched Grove|La Arboleda Agostada
Gates of Ahn'Qiraj|Puerta de Ahn'Qiraj
Duskwither Grounds|Tierras Ocaso Marchito
Duskwither Spire|Aguja Ocaso Marchito
The Dead Scar|La Cicatriz Muerta
Hellfire Peninsula|Península del Fuego Infernal
The Sunspire|La Aguja del Sol
Falthrien Academy|Academia Falthrien
Ravenholdt Manor|Mansión Ravenholdt
Silvermoon City (Burning Crusade)|Ciudad de Lunargenta (Burning Crusade)
Suncrown Village|Aldea Corona del Sol
Goldenmist Village|Aldea Bruma Dorada
Windrunner Village|Aldea Brisaveloz
Windrunner Spire|Aguja Brisaveloz
Sanctum of the Sun|Sagrario del Sol
Sanctum of the Moon|Sagrario de la Luna
Dawnstar Spire|Aguja de la Estrella del Alba
Farstrider Enclave|Enclave del Errante
Deatholme|Ciudad de la Muerte
Bleeding Ziggurat|Zigurat Sangrante
Howling Ziggurat|Zigurat Aullante
Shalandis Isle|Isla Shalandis
Toryl Estate|Los Dominios Toryl
Underlight Mines|Minas Sondaluz
Andilien Estate|Dominios Andilien
Hatchet Hills|Colinas Hacha
Amani Pass|Paso de Amani
Sungraze Peak|Cima Rasguño de Sol
Amani Catacombs|Catacumbas Amani
Tower of the Damned|Torre de los Condenados
Elrendar River|Río Elrendar
Terokkar Forest|Bosque de Terokkar
Shadowmoon Valley|Valle Sombraluna
Zangarmarsh|Marisma de Zangar
Blade's Edge Mountains|Montañas Filospada
Netherstorm|Tormenta Abisal
Azuremyst Isle|Isla Bruma Azur
Bloodmyst Isle|Isla Bruma de Sangre
Ammen Vale|Valle Ammen
Crash Site|Lugar del Accidente
Silverline Lake|Lago Lineargenta
Nestlewood Thicket|Matorral Cubrebosque
Shadow Ridge|Cresta de las Sombras
Skulking Row|El Frontal de la Muerte
Dawning Lane|Calle del Alba
Ruins of Silvermoon|Ruinas de Lunargenta
Feth's Way|Camino de Feth
Borean Tundra|Tundra Boreal
Honor Hold|Bastión del Honor
The Stair of Destiny|Los Peldaños del Destino
Twisting Nether|El Vacío Abisal
Forge Camp: Mageddon|Campamento Forja: Mageddon
The Path of Glory|El Camino a la Gloria
The Great Fissure|La Gran Fisura
Plain of Shards|Llanura de los Fragmentos
Hellfire Citadel|Ciudadela del Fuego Infernal
Expedition Armory|Armería de Expedición
Throne of Kil'jaeden|Trono de Kil'jaeden
Forge Camp: Rage|Campamento Forja: Ira
Invasion Point: Annihilator|Punto de invasión: Aniquilador
Borune Ruins|Ruinas Borune
Ruins of Sha'naar|Ruinas de Sha'naar
Temple of Telhamat|Templo de Telhamat
Pools of Aggonar|Pozas de Aggonar
Falcon Watch|Avanzada del Halcón
Mag'har Post|Puesto Mag'har
Den of Haal'esh|Cubil de Haal'esh
The Exodar|El Exodar
Elrendar Falls|Cascadas Elrendar
Nestlewood Hills|Colinas Cubrebosque
Ammen Fields|Campos Ammen
The Sacred Grove|La Arboleda Sagrada
Hellfire Ramparts|Murallas del Fuego Infernal
Emberglade|El Claro de Ascuas
Cenarion Refuge|Refugio Cenarion
Moonwing Den|Túmulo Lunala
Pod Cluster|La Maraña de Cápsulas
Pod Wreckage|El Cementerio de Cápsulas
Tides' Hollow|Hoya de la Marea
Wrathscale Point|Punto Escama de Cólera
Bristlelimb Village|Aldea Brazolanudo
Stillpine Hold|Bastión Semprepino
Odesyus' Landing|Desembarco de Odesyus
Valaar's Berth|Atracadero de Valaar
Silting Shore|La Costa de Cieno
Azure Watch|Avanzada Azur
Geezle's Camp|Campamento de Geezle
Menagerie Wreckage|Restos del Arca
Traitor's Cove|Cala del Traidor
Wildwind Peak|Cima Ventosalvaje
Wildwind Path|Senda Ventosalvaje
Beryl Coast|Costa de Berilo
Blood Watch|Avanzada de Sangre
Bladewood|Bosquespada
The Vector Coil|La Espiral Vectorial
The Warp Piston|El Pistón de Distorsión
The Cryo-Core|El Crionúcleo
The Crimson Reach|El Tramo Carmesí
Wrathscale Lair|Guarida Escama de Cólera
Ruins of Loreth'Aran|Ruinas de Loreth'Aran
Blacksilt Shore|Costa Cienonegro
The Foul Pool|La Poza del Hediondo
The Hidden Reef|El Arrecife Oculto
Amberweb Pass|Paso de Redámbar
Wyrmscar Island|Isla Cicatriz de Vermis
Talon Stand|Alto de la Garra
Bristlelimb Enclave|Enclave Brazolanudo
Ragefeather Ridge|Loma Plumira
Kessel's Crossing|Encrucijada de Kessel
Tel'athion's Camp|Campamento de Tel'athion
The Bloodcursed Reef|El Arrecife Sangre Maldita
Hyjal Past|El Pasado Hyjal
Hyjal Summit|La Cima Hyjal
Serpentshrine Cavern|Caverna Santuario Serpiente
Vindicator's Rest|El Reposo del Vindicador
Burning Blade Ruins|Ruinas Filo Ardiente
Clan Watch|Avanzada del Clan
Bloodcurse Isle|Isla Sangre Maldita
Skysong Lake|Lago Son Celeste
Throne of the Elements|El Trono de los Elementos
Laughing Skull Ruins|Ruinas Riecráneos
Warmaul Hill|Colina Mazo de Guerra
Gruul's Lair|Guarida de Gruul
Auren Ridge|Cresta Auren
Auren Falls|Cascadas Auren
Lake Sunspring|Lago Primasol
Sunspring Post|Puesto Primasol
Aeris Landing|Desembarco Aeris
Forge Camp: Fear|Campamento Forja: Miedo
Forge Camp: Hate|Campamento Forja: Odio
Northwind Cleft|Grieta del Viento Norte
Southwind Cleft|Grieta del Viento Sur
Spirit Fields|Campos de Espíritus
Ancestral Grounds|Tierras Ancestrales
Windyreed Village|Aldea Junco Alabeado
Elemental Plateau|Meseta Elemental
Kil'sorrow Fortress|Fortaleza Mata'penas
The Ring of Trials|El Círculo de los Retos
Silvermyst Isle|Isla Bruma de Plata
Daggerfen Village|Aldea Dagapantano
Umbrafen Village|Aldea Umbropantano
Feralfen Village|Aldea Feropantano
Bloodscale Enclave|Enclave Escamas de Sangre
Quagg Ridge|Cresta Quagg
The Spawning Glen|La Cañada Emergente
The Dead Mire|El Lodo Muerto
Sporeggar|Esporaggar
Ango'rosh Grounds|Dominios Ango'rosh
Ango'rosh Stronghold|Bastión Ango'rosh
Funggor Cavern|Caverna Funggor
Serpent Lake|Lago Serpiente
The Drain|El Vaciado
Umbrafen Lake|Lago Umbropantano
Marshlight Lake|Lago Luz Pantanosa
Portal Clearing|Portal del Claro
Sporewind Lake|Lago Espora Volante
The Lagoon|La Laguna
Blades' Run|Camino de las Espadas
Blade Tooth Canyon|Cañón Dientespada
Commons Hall|Cámara del Pueblo
Derelict Manor|Mansión Derelicta
Huntress of the Sun|Cazadora del Sol
Falconwing Square|Plaza Alalcón
Halaani Basin|Cuenca Halaani
Hewn Bog|Ciénaga Talada
Boha'mu Ruins|Ruinas Boha'mu
The Stadium|El Estadium
The Overlook|El Mirador
Broken Hill|Cerro Tábido
Mag'hari Procession|Procesión Mag'hari
Nesingwary Safari|Safari Nesingwary
Cenarion Thicket|Matorral Cenarion
Veil Shienor|Velo Shienor
Veil Skith|Velo Skith
Veil Shalas|Velo Shalas
Blackwind Valley|Valle Vientonegro
Firewing Point|Alto Ala de Fuego
Grangol'var Village|Poblado Grangol'var
Stonebreaker Hold|Bastión Rompepedras
Allerian Stronghold|Bastión Allerian
Bonechewer Ruins|Ruinas Mascahuesos
Veil Lithic|Velo Lítico
Veil Reskk|Velo Reskk
Blackwind Lake|Lago Vientonegro
Lake Ere'Noru|Lago Ere'Noru
Lake Jorune|Lago Jorune
Skethyl Mountains|Montañas Skethyl
Misty Ridge|Cresta Brumosa
The Broken Hills|Las Colinas Quebradas
The Barrier Hills|Las Colinas Barrera
The Bone Wastes|El Vertedero de Huesos
Nagrand Arena|Arena de Nagrand
Laughing Skull Courtyard|Patio Riecráneos
The Ring of Blood|El Círculo de Sangre
Arena Floor|El Suelo de la Arena
Blade's Edge Arena|Arena Filospada
Shattrath City|Ciudad de Shattrath
The Shepherd's Gate|La Puerta del Pastor
Telaari Basin|Cuenca Telaari
Alliance Base|Base de la Alianza
Horde Encampment|Campamento de la Horda
Night Elf Village|Villa Elfo de la Noche
Sholazar Basin|Cuenca de Sholazar
Area 52|Área 52
The Blood Furnace|El Horno de Sangre
The Shattered Halls|Las Salas Arrasadas
The Steamvault|La Cámara de Vapor
The Underbog|La Sotiénaga
The Slave Pens|Recinto de los Esclavos
Swamprat Post|Avanzada Rata del Pantano
Bleeding Hollow Ruins|Ruinas Foso Sangrante
Twin Spire Ruins|Ruinas de las Agujas Gemelas
The Crumbling Waste|Las Ruinas Desmoronadas
Manaforge Ara|Forja de Maná Ara
Arklon Ruins|Ruinas Arklon
Cosmowrench|Cosmotirón
Ruins of Enkaat|Ruinas de Enkaat
Manaforge B'naar|Forja de Maná B'naar
The Scrap Field|El Campo de Sobras
The Vortex Fields|Los Campos del Vórtice
The Heap|La Pila
Manaforge Coruu|Forja de Maná Coruu
The Tempest Rift|La Falla de la Tempestad
Kirin'Var Village|Poblado Kirin'Var
The Violet Tower|Torre Violeta
Manaforge Duro|Forja de Maná Duro
Voidwind Plateau|Meseta del Viento del Vacío
Manaforge Ultris|Forja de Maná Ultris
Celestial Ridge|Cresta Celestial
The Stormspire|La Flecha de la Tormenta
Forge Base: Oblivion|Base Forja: Olvido
Forge Base: Gehenna|Base Forja: Gehenna
Ruins of Farahlon|Ruinas de Farahlon
Socrethar's Seat|Trono de Socrethar
Legion Hold|Bastión de la Legión
Shadowmoon Village|Aldea Sombraluna
Wildhammer Stronghold|Bastión Martillo Salvaje
The Hand of Gul'dan|La Mano de Gul'dan
The Fel Pits|Las Fosas Viles
The Deathforge|La Forja Muerta
Coilskar Cistern|Cisterna Cicatriz Espiral
Coilskar Point|Alto Cicatriz Espiral
Sunfire Point|Punta del Fuego Solar
Illidari Point|Alto Illidari
Ruins of Baa'ri|Ruinas de Baa'ri
Altar of Sha'tar|Altar de Sha'tar
The Stair of Doom|La Escalera Maldita
Ruins of Karabor|Ruinas de Karabor
Ata'mal Terrace|Bancal de Ata'mal
Netherwing Fields|Campos del Ala Abisal
Netherwing Ledge|Arrecife del Ala Abisal
The High Path|El Paso Elevado
Windyreed Pass|Paso Junco Alabeado
Zangar Ridge|Loma de Zangar
The Twilight Ridge|La Cresta del Crepúsculo
Razorthorn Trail|Senda Rajaespina
Orebor Harborage|Puerto Orebor
Jagged Ridge|Cresta Dentada
Thunderlord Stronghold|Bastión Señor del Trueno
The Living Grove|La Arboleda Viviente
Bladespire Hold|Bastión Aguja del Filo
Circle of Blood|Círculo de Sangre
Bloodmaul Outpost|Avanzada Machacasangre
Bloodmaul Camp|Campamento Machacasangre
Draenethyst Mine|Mina Draenetista
Trogma's Claim|La Llamada de Trogma
Blackwing Coven|Aquelarre Alanegra
Veil Lashh|Velo Lashh
Veil Vekh|Velo Vekh
Forge Camp: Terror|Campamento Forja: Terror
Forge Camp: Wrath|Campamento Forja: Cólera
Forge Camp: Anger|Campamento Forja: Inquina
The Low Path|El Paso Bajo
Shadow Labyrinth|Laberinto de las Sombras
Auchenai Crypts|Criptas Auchenai
Sethekk Halls|Salas Sethekk
Mana-Tombs|Tumbas de Maná
Felspark Ravine|Barranco Llama Infernal
Sha'naari Wastes|Ruinas Sha'naari
The Warp Fields|Los Campos Alabeados
Fallen Sky Ridge|Cresta Cielo Estrellado
Haal'eshi Gorge|Garganta Haal'eshi
Stonewall Canyon|Cañón de la Muralla
Thornfang Hill|Colina Colmillespinado
Mag'har Grounds|Dominios Mag'har
Void Ridge|Cresta del Vacío
The Abyssal Shelf|La Plataforma Abisal
The Legion Front|La Avanzadilla de la Legión
Supply Caravan|Caravana de Provisiones
Reaver's Fall|Caída del Atracador Vil
Cenarion Post|Puesto Cenarion
Southern Rampart|Muralla Sur
Northern Rampart|Muralla Norte
Gor'gaz Outpost|Avanzada Gor'gaz
Spinebreaker Post|Avanzada Rompeloma
The Path of Anguish|El Camino del Tormento
East Supply Caravan|Caravana de Provisiones del Este
Expedition Point|Punta de Expedición
Zeppelin Crash|Zepelín Caído
Bloodscale Grounds|Tierras Escamas de Sangre
Darkcrest Enclave|Enclave Cresta Oscura
Eye of the Storm|Ojo de la Tormenta
Warden's Cage|Jaula de la Guardiana
Eclipse Point|Punta Eclipse
Isle of Tribulations|Isla de las Tribulaciones
Bloodmaul Ravine|Barranco Machacasangre
Dragons' End|Cabo del Dragón
Daggermaw Canyon|Cañón Faucedaga
Vekhaar Stand|Alto Vekhaar
Ruuan Weald|Foresta Ruuan
Veil Ruuan|Velo Ruuan
Raven's Wood|Bosque del Cuervo
Death's Door|Puerta de la Muerte
Vortex Summit|Cumbre del Vórtice
Razor Ridge|Loma Tajo
Ridge of Madness|Cresta de la Locura
Dustquill Ravine|Barranco Pluma Polvorienta
Magtheridon's Lair|Guarida de Magtheridon
Sunfury Hold|Bastión Furia del Sol
Spinebreaker Mountains|Montañas Rompeloma
Abandoned Armory|Armería Abandonada
The Black Temple|El Templo Oscuro
Darkcrest Shore|Playa Crestanegra
Tempest Keep|El Castillo de la Tempestad
Mok'Nathal Village|Aldea Mok'Nathal
The Arcatraz|El Arcatraz
The Botanica|El Invernáculo
The Mechanar|El Mechanar
Netherstone|Piedra Abisal
Midrealm Post|Puesto de la Tierra Media
Tuluman's Landing|Alto de Tuluman
Protectorate Watch Post|Avanzada del Protectorado
Circle of Blood Arena|Arena del Círculo de Sangre
Elrendar Crossing|Cruce Elrendar
Ammen Ford|Vado Ammen
Razorthorn Shelf|Saliente Rajaespina
Silmyr Lake|Lago Silmyr
Raastok Glade|Claro Raastok
Thalassian Pass|Desfiladero Thalassiano
Churning Gulch|Garganta Bulliciosa
Broken Wilds|Landas Tábidas
Bash'ir Landing|Alto Bash'ir
Crystal Spine|Espina de Cristal
Bladed Gulch|Barranco del Filo
Gyro-Plank Bridge|Puente Girolámina
Mage Tower|Torre de los Magos
Blood Elf Tower|Torre de los Elfos de Sangre
Draenei Ruins|Ruinas Draenei
Fel Reaver Ruins|Ruinas del Atracador Vil
The Proving Grounds|El Terreno de Pruebas
Eco-Dome Farfield|Ecodomo Campolejano
Eco-Dome Skyperch|Ecodomo Altocielo
Eco-Dome Sutheron|Ecodomo Sutheron
Eco-Dome Midrealm|Ecodomo de la Tierra Media
Ethereum Staging Grounds|Punto de Escala de El Etereum
Chapel Yard|Patio de la Capilla
Access Shaft Zeon|Eje de Acceso Zeon
Trelleum Mine|Mina Trelleum
Invasion Point: Destroyer|Punto de Invasión: Destructor
