Original|Translated
Ragefire Chasm|怒焰裂谷
Nightsong Woods|夜歌森林
Morlos'Aran|摩罗萨兰
Emerald Sanctuary|翡翠圣地
Jadefire Glen|碧火谷
Ruins of Constellas|克斯特拉斯废墟
Bitter Reaches|痛苦海岸
Rise of the Defiler|污染者高地
Lariss Pavilion|拉瑞斯小亭
Woodpaw Hills|木爪岭
Woodpaw Den|木爪巢穴
Verdantis River|沃丹提斯河
Ruins of Isildien|伊斯迪尔废墟
Grimtotem Post|恐怖图腾岗哨
Camp Aparaje|阿帕拉耶营地
Malaka'jin|玛拉卡金
Boulderslide Ravine|滚岩峡谷
Sishir Canyon|希塞尔山谷
Dire Maul|厄运之槌
Deadwind Ravine|逆风谷
Diamondhead River|钻石河
Ariden's Camp|埃瑞丁营地
The Vice|罪恶谷
Karazhan|卡拉赞
Morgan's Plot|摩根墓场
Alterac Valley|奥特兰克山谷
Scrabblescrew's Camp|瑟卡布斯库的营地
Jadefire Run|碧火小径
Thondroril River|索多里尔河
Lake Mereldar|米雷达尔湖
Pestilent Scar|瘟疫之痕
The Infectis Scar|魔刃之痕
Blackwood Lake|黑木湖
Eastwall Gate|东墙大门
Terrorweb Tunnel|恶蛛隧道
Terrordale|恐惧谷
Kargathia Keep|卡加希亚要塞
Valley of Bones|白骨之谷
Blackwing Lair|黑翼之巢
Deadman's Crossing|死者十字
Molten Core|熔火之心
The Scarab Wall|甲虫之墙
Southwind Village|南风村
Twilight Base Camp|暮光营地
The Crystal Vale|水晶谷
The Scarab Dais|甲虫之台
Hive'Ashi|亚什虫巢
Hive'Zora|佐拉虫巢
Hive'Regal|雷戈虫巢
Shrine of the Fallen Warrior|战士之魂神殿
Crystalsong Forest|晶歌森林
The Master's Cellar|麦迪文的酒窖
Stonewrought Pass|石坝小径
The Rumble Cage|加基森竞技场
Zoram'gar Outpost|佐拉姆加前哨站
Hall of Legends|传说大厅
Champions' Hall|勇士大厅
Grosh'gok Compound|格罗高克营地
Sleeping Gorge|沉睡峡谷
Irondeep Mine|深铁矿洞
Stonehearth Outpost|石炉哨站
Dun Baldar|丹巴达尔
Icewing Pass|冰翼小径
Frostwolf Village|霜狼村
Tower Point|哨塔高地
Coldtooth Mine|冷齿矿洞
Winterax Hold|冰斧要塞
Iceblood Garrison|冰血要塞
Frostwolf Keep|霜狼要塞
Tor'kren Farm|托克伦农场
Frost Dagger Pass|霜刀小径
Ironstone Camp|铁石营地
Weazel's Crater|维吉尔之坑
Tahonda Ruins|塔霍达废墟
Field of Strife|征战平原
Icewing Cavern|冰翼洞穴
Valor's Rest|勇士之墓
The Swarming Pillar|虫群之柱
Twilight Post|暮光岗哨
Twilight Outpost|暮光前哨站
Ravaged Twilight Camp|暮光营地废墟
Shalzaru's Lair|沙尔扎鲁的巢穴
Talrendis Point|塔伦迪斯营地
Rethress Sanctum|雷瑟斯圣所
Moon Horror Den|惨月洞穴
Scalebeard's Cave|鳞须海龟洞穴
Boulderslide Cavern|滚岩洞穴
Warsong Labor Camp|战歌劳工营地
Chillwind Camp|寒风营地
The Maul|巨槌竞技场
Bones of Grakkarond|格拉卡隆之骨
Warsong Gulch|战歌峡谷
Frostwolf Graveyard|霜狼墓地
Frostwolf Pass|霜狼小径
Dun Baldar Pass|丹巴达尔小径
Iceblood Graveyard|冰血墓地
Snowfall Graveyard|雪落墓地
Stonehearth Graveyard|石炉墓地
Stormpike Graveyard|雷矛墓地
Icewing Bunker|冰翼碉堡
Stonehearth Bunker|石炉碉堡
Wildpaw Ridge|蛮爪岭
Revantusk Village|恶齿村
Rock of Durotan|杜隆坦之石
Silverwing Grove|银翼树林
Warsong Lumber Mill|战歌伐木场
Silverwing Hold|银翼要塞
Wildpaw Cavern|蛮爪洞穴
The Veiled Cleft|迷雾裂隙
Yojamba Isle|尤亚姆巴岛
Arathi Basin|阿拉希盆地
The Coil|毒蛇小径
Mandokir's Domain|曼多基尔领地
Altar of the Blood God|血神祭坛
Temple of Bethekk|贝瑟克神殿
The Devil's Terrace|恶魔之台
The Cache of Madness|疯狂之缘
Trollbane Hall|托尔贝恩大厅
Defiler's Den|污染者之穴
Farm|农场
Blacksmith|铁匠铺
Lumber Mill|伐木场
Gold Mine|矿洞
Stables|兽栏
Cenarion Hold|塞纳里奥要塞
Staghelm Point|鹿盔岗哨
Bronzebeard Encampment|铜须营地
Ahn'Qiraj|安其拉
Ruins of Ahn'Qiraj|安其拉废墟
Eversong Woods (Burning Crusade)|永歌森林（燃烧的远征）
Sunstrider Isle|逐日岛
Shrine of Dath'Remar|达斯雷玛的神龛
Ghostlands|幽魂之地
Scarab Terrace|甲虫平台
General's Terrace|将军平台
The Reservoir|蓄水池
The Hatchery|孵化间
The Comb|蜂巢
Watchers' Terrace|守望平台
Twilight's Run|暮光小径
Ortell's Hideout|奥泰尔藏身处
The North Sea|北海
Naxxramas|纳克萨玛斯
Golden Strand|金色沙滩
Sunsail Anchorage|阳帆港
Fairbreeze Village|晴风村
Magisters Gate|魔导师之门
Farstrider Retreat|远行者居所
North Sanctum|北部圣殿
West Sanctum|西部圣殿
East Sanctum|东部圣殿
Saltheril's Haven|萨瑟利尔庄园
Thuron's Livery|苏伦的养殖场
Stillwhisper Pond|萦语水池
The Living Wood|生命森林
Azurebreeze Coast|碧风海岸
Lake Elrendar|艾伦达尔湖
The Scorched Grove|焦痕谷
Zeb'Watha|塞布瓦萨
Tor'Watha|托尔瓦萨
Azjol-Nerub|艾卓-尼鲁布
Gates of Ahn'Qiraj|安其拉之门
Duskwither Grounds|达斯维瑟广场
Duskwither Spire|达斯维瑟之塔
The Dead Scar|死亡之痕
Hellfire Peninsula|地狱火半岛
The Sunspire|太阳之塔
Falthrien Academy|法瑟林学院
Ravenholdt Manor|拉文霍德庄园
Silvermoon City (Burning Crusade)|银月城（燃烧的远征）
Tranquillien|塔奎林
Suncrown Village|日冕村
Goldenmist Village|金雾村
Windrunner Village|风行村
Windrunner Spire|风行者之塔
Sanctum of the Sun|太阳圣殿
Sanctum of the Moon|月亮圣殿
Dawnstar Spire|晨星之塔
Farstrider Enclave|远行者营地
An'daroth|安达洛斯
An'telas|安泰拉斯
An'owyn|安欧维恩
Deatholme|戴索姆
Bleeding Ziggurat|鲜血通灵塔
Howling Ziggurat|鬼嚎通灵塔
Shalandis Isle|沙兰蒂斯岛
Toryl Estate|托尔里公馆
Underlight Mines|幽光矿洞
Andilien Estate|安迪尔林庄园
Hatchet Hills|战斧岭
Amani Pass|阿曼尼小径
Sungraze Peak|阳痕峰
Amani Catacombs|阿曼尼墓穴
Tower of the Damned|诅咒之塔
Zeb'Sora|塞布索雷
Elrendar River|艾伦达尔河
Zeb'Tela|塞布提拉
Zeb'Nowa|塞布努瓦
Nagrand|纳格兰
Terokkar Forest|泰罗卡森林
Shadowmoon Valley|影月谷
Zangarmarsh|赞加沼泽
Blade's Edge Mountains|刀锋山
Netherstorm|虚空风暴
Azuremyst Isle|秘蓝岛
Bloodmyst Isle|秘血岛
Ammen Vale|埃门谷
Crash Site|坠毁点
Silverline Lake|银链湖
Nestlewood Thicket|木巢林地
Shadow Ridge|暗影山
Skulking Row|匿影小径
Dawning Lane|黎明之路
Ruins of Silvermoon|银月城废墟
Feth's Way|菲斯小径
Thrallmar|萨尔玛
Borean Tundra|北风苔原
Honor Hold|荣耀堡
The Stair of Destiny|命运阶梯
Twisting Nether|扭曲虚空
Forge Camp: Mageddon|铸魔营地：暴虐
The Path of Glory|荣耀之路
The Great Fissure|大裂隙
Plain of Shards|碎片平原
Hellfire Citadel|地狱火堡垒
Expedition Armory|远征军物资库
Throne of Kil'jaeden|基尔加丹王座
Forge Camp: Rage|铸魔营地：狂乱
Invasion Point: Annihilator|登陆场：歼灭
Borune Ruins|博鲁恩废墟
Ruins of Sha'naar|沙纳尔废墟
Temple of Telhamat|塔哈玛特神殿
Pools of Aggonar|阿苟纳之池
Falcon Watch|猎鹰岗哨
Mag'har Post|玛格汉岗哨
Den of Haal'esh|哈尔什巢穴
The Exodar|埃索达
Elrendar Falls|艾伦达尔瀑布
Nestlewood Hills|木巢山
Ammen Fields|埃门平原
The Sacred Grove|元素圣谷
Hellfire Ramparts|地狱火城墙
Emberglade|灰烬林地
Cenarion Refuge|塞纳里奥庇护所
Moonwing Den|月翼洞穴
Pod Cluster|完整的逃生舱
Pod Wreckage|残破的逃生舱
Tides' Hollow|海潮洞窟
Wrathscale Point|怒鳞岗哨
Bristlelimb Village|刺臂村
Stillpine Hold|止松要塞
Odesyus' Landing|奥德修斯营地
Valaar's Berth|瓦拉尔港口
Silting Shore|淤泥海岸
Azure Watch|碧蓝岗哨
Geezle's Camp|吉兹尔的营地
Menagerie Wreckage|兽笼残骸
Traitor's Cove|叛徒湾
Wildwind Peak|狂风山
Wildwind Path|狂风小径
Zeth'Gor|塞斯高
Beryl Coast|贝里尔海湾
Blood Watch|秘血岗哨
Bladewood|刀林
The Vector Coil|矢量感应器
The Warp Piston|跳跃引擎
The Cryo-Core|冷却核心
The Crimson Reach|红砂海滩
Wrathscale Lair|怒鳞巢穴
Ruins of Loreth'Aran|洛雷萨兰废墟
Nazzivian|纳兹维安
Axxarien|阿克萨林
Blacksilt Shore|黑沙海岸
The Foul Pool|污淤之池
The Hidden Reef|藏帆暗礁
Amberweb Pass|琥珀蛛网小径
Wyrmscar Island|龙痕岛
Talon Stand|龙爪丘陵
Bristlelimb Enclave|刺臂领地
Ragefeather Ridge|怒羽山
Kessel's Crossing|凯希尔路口
Tel'athion's Camp|塔希恩的营地
The Bloodcursed Reef|血咒暗礁
Hyjal Past|海加尔
Hyjal Summit|海加尔峰
Serpentshrine Cavern|毒蛇神殿
Vindicator's Rest|守备官营地
Burning Blade Ruins|火刃废墟
Clan Watch|氏族岗哨
Bloodcurse Isle|血咒岛
Garadar|加拉达尔
Skysong Lake|天歌湖
Throne of the Elements|元素王座
Laughing Skull Ruins|嘲颅废墟
Warmaul Hill|战槌山
Gruul's Lair|格鲁尔的巢穴
Auren Ridge|奥伦山脊
Auren Falls|奥伦瀑布
Lake Sunspring|日泉湖
Sunspring Post|日泉岗哨
Aeris Landing|埃瑞斯码头
Forge Camp: Fear|铸魔营地：畏惧
Forge Camp: Hate|铸魔营地：仇恨
Telaar|塔拉
Northwind Cleft|北风裂谷
Halaa|哈兰
Southwind Cleft|南风裂谷
Oshu'gun|沃舒古
Spirit Fields|灵魂平原
Shamanar|萨满纳尔
Ancestral Grounds|先祖之地
Windyreed Village|风茅村
Elemental Plateau|元素高地
Kil'sorrow Fortress|基尔索罗堡垒
The Ring of Trials|试炼竞技场
Silvermyst Isle|秘银岛
Daggerfen Village|匕潭村
Umbrafen Village|暗泽村
Feralfen Village|蛮沼村
Bloodscale Enclave|血鳞领地
Telredor|泰雷多尔
Zabra'jin|萨布拉金
Quagg Ridge|泥泞山
The Spawning Glen|孢殖林
The Dead Mire|死亡泥潭
Sporeggar|孢子村
Ango'rosh Grounds|安葛洛什营地
Ango'rosh Stronghold|安葛洛什要塞
Funggor Cavern|蘑菇洞
Serpent Lake|毒蛇湖
The Drain|排水泵
Umbrafen Lake|暗泽湖
Marshlight Lake|沼光湖
Portal Clearing|荒弃传送门
Sporewind Lake|孢子湖
The Lagoon|环礁湖
Blades' Run|刀锋之路
Blade Tooth Canyon|刃齿峡谷
Commons Hall|平民大厅
Derelict Manor|荒弃的庄园
Huntress of the Sun|太阳女猎手
Falconwing Square|鹰翼广场
Halaani Basin|哈兰盆地
Hewn Bog|菌杆沼泽
Boha'mu Ruins|博哈姆废墟
The Stadium|竞赛场
The Overlook|瞭望台
Broken Hill|碎石岭
Mag'hari Procession|玛格汉车队
Nesingwary Safari|奈辛瓦里狩猎队营地
Cenarion Thicket|塞纳里奥树林
Tuurem|图雷姆
Veil Shienor|西诺鸦巢
Veil Skith|基斯鸦巢
Veil Shalas|沙拉斯鸦巢
Skettis|斯克提斯
Blackwind Valley|黑风谷
Firewing Point|火翼岗哨
Grangol'var Village|格兰戈瓦村
Stonebreaker Hold|裂石堡
Allerian Stronghold|奥蕾莉亚要塞
Bonechewer Ruins|噬骨废墟
Veil Lithic|蕾希鸦巢
Olembas|欧雷巴斯
Auchindoun|奥金顿
Veil Reskk|里斯克鸦巢
Blackwind Lake|黑风湖
Lake Ere'Noru|艾雷诺湖
Lake Jorune|尤鲁恩湖
Skethyl Mountains|鸦羽山
Misty Ridge|薄雾山
The Broken Hills|碎石岭
The Barrier Hills|壁垒山
The Bone Wastes|白骨荒野
Nagrand Arena|纳格兰竞技场
Laughing Skull Courtyard|嘲颅营地
The Ring of Blood|鲜血竞技场
Arena Floor|竞技场
Blade's Edge Arena|刀锋山竞技场
Shattrath City|沙塔斯城
The Shepherd's Gate|牧羊人之门
Telaari Basin|塔拉盆地
Alliance Base|联盟基地
Horde Encampment|部落营地
Night Elf Village|暗夜精灵村庄
Nordrassil|诺达希尔
Sholazar Basin|索拉查盆地
Area 52|52区
The Blood Furnace|鲜血熔炉
The Shattered Halls|破碎大厅
The Steamvault|蒸汽地窟
The Underbog|幽暗沼泽
The Slave Pens|奴隶围栏
Swamprat Post|沼泽鼠岗哨
Bleeding Hollow Ruins|血环废墟
Twin Spire Ruins|双塔废墟
The Crumbling Waste|碎裂废土
Manaforge Ara|法力熔炉：艾拉
Arklon Ruins|阿尔科隆废墟
Cosmowrench|扳钳镇
Ruins of Enkaat|恩卡特废墟
Manaforge B'naar|法力熔炉：布纳尔
The Scrap Field|废料之地
The Vortex Fields|漩涡平原
The Heap|机甲废场
Manaforge Coruu|法力熔炉：库鲁恩
The Tempest Rift|风暴裂隙
Kirin'Var Village|肯瑞瓦村
The Violet Tower|紫罗兰之塔
Manaforge Duro|法力熔炉：杜隆
Voidwind Plateau|虚风高原
Manaforge Ultris|法力熔炉：乌提斯
Celestial Ridge|苍穹之脊
The Stormspire|风暴尖塔
Forge Base: Oblivion|铸魔基地：湮灭
Forge Base: Gehenna|铸魔基地：炼狱
Ruins of Farahlon|法兰伦废墟
Socrethar's Seat|索克雷萨之座
Legion Hold|军团要塞
Shadowmoon Village|影月村
Wildhammer Stronghold|蛮锤要塞
The Hand of Gul'dan|古尔丹之手
The Fel Pits|魔能熔池
The Deathforge|死亡熔炉
Coilskar Cistern|库斯卡水池
Coilskar Point|库斯卡岗哨
Sunfire Point|阳炎岗哨
Illidari Point|伊利达雷岗哨
Ruins of Baa'ri|巴尔里废墟
Altar of Sha'tar|沙塔尔祭坛
The Stair of Doom|末日阶梯
Ruins of Karabor|卡拉波废墟
Ata'mal Terrace|阿塔玛平台
Netherwing Fields|灵翼平原
Netherwing Ledge|灵翼浮岛
The High Path|高原小径
Windyreed Pass|风茅小径
Zangar Ridge|赞加山
The Twilight Ridge|暮光岭
Razorthorn Trail|荆刺小径
Orebor Harborage|奥雷柏尔营地
Jagged Ridge|锯齿山
Thunderlord Stronghold|雷神要塞
The Living Grove|活木林
Sylvanaar|希尔瓦纳
Bladespire Hold|刀塔要塞
Circle of Blood|鲜血之环
Bloodmaul Outpost|血槌哨站
Bloodmaul Camp|血槌营地
Draenethyst Mine|德拉诺晶矿
Trogma's Claim|托格玛洞穴
Blackwing Coven|黑翼集会所
Grishnath|格里施纳
Veil Lashh|拉什鸦巢
Veil Vekh|维克鸦巢
Forge Camp: Terror|铸魔营地：恐怖
Forge Camp: Wrath|铸魔营地：天罚
Ogri'la|奥格瑞拉
Forge Camp: Anger|铸魔营地：怒火
The Low Path|山谷小径
Shadow Labyrinth|暗影迷宫
Auchenai Crypts|奥金尼地穴
Sethekk Halls|塞泰克大厅
Mana-Tombs|法力陵墓
Felspark Ravine|魔火峡谷
Sha'naari Wastes|沙纳尔荒地
The Warp Fields|迁跃平原
Fallen Sky Ridge|坠星山
Haal'eshi Gorge|哈尔什峡谷
Stonewall Canyon|石墙峡谷
Thornfang Hill|棘牙岭
Mag'har Grounds|玛格汉台地
Void Ridge|虚空山脉
The Abyssal Shelf|地狱岩床
The Legion Front|军团前线
Zul'Aman|祖阿曼
Supply Caravan|补给车队
Reaver's Fall|机甲残骸
Cenarion Post|塞纳里奥哨站
Southern Rampart|南部城墙
Northern Rampart|北部城墙
Gor'gaz Outpost|高加兹前哨
Spinebreaker Post|断背岗哨
The Path of Anguish|苦痛之路
East Supply Caravan|东补给车队
Expedition Point|远征军岗哨
Zeppelin Crash|飞艇坠毁点
Bloodscale Grounds|血鳞浅滩
Darkcrest Enclave|暗潮营地
Eye of the Storm|风暴之眼
Warden's Cage|守望者牢笼
Eclipse Point|日蚀岗哨
Isle of Tribulations|苦难岛
Bloodmaul Ravine|血槌峡谷
Dragons' End|巨龙之末
Daggermaw Canyon|刃喉谷
Vekhaar Stand|维克哈营地
Ruuan Weald|卢安荒野
Veil Ruuan|卢安鸦巢
Raven's Wood|乌鸦林
Death's Door|死亡之门
Vortex Summit|漩涡峰
Razor Ridge|剃刀山
Ridge of Madness|疯狂之脊
Dustquill Ravine|尘羽峡谷
Magtheridon's Lair|玛瑟里顿的巢穴
Sunfury Hold|日怒堡
Spinebreaker Mountains|断背山
Abandoned Armory|废弃的军械库
The Black Temple|黑暗神殿
Darkcrest Shore|暗潮湖岸
Tempest Keep|风暴要塞
Mok'Nathal Village|莫克纳萨村
The Arcatraz|禁魔监狱
The Botanica|生态船
The Mechanar|能源舰
Netherstone|虚空石
Midrealm Post|中央圆顶哨站
Tuluman's Landing|图鲁曼的营地
Protectorate Watch Post|维序派哨站
Circle of Blood Arena|鲜血之环竞技场
Elrendar Crossing|艾伦达尔桥
Ammen Ford|埃门海滩
Razorthorn Shelf|荆刺岩地
Silmyr Lake|希尔米耶湖
Raastok Glade|拉斯托克林地
Thalassian Pass|萨拉斯小径
Churning Gulch|沸土峡谷
Broken Wilds|破碎荒野
Bash'ir Landing|巴什伊尔码头
Crystal Spine|水晶之脊
Skald|焦火荒野
Bladed Gulch|刀刃峡谷
Gyro-Plank Bridge|机械桥
Mage Tower|法师塔
Blood Elf Tower|血精灵塔
Draenei Ruins|德莱尼废墟
Fel Reaver Ruins|魔能机甲废墟
The Proving Grounds|实验场
Eco-Dome Farfield|边缘生态圆顶
Eco-Dome Skyperch|高空生态圆顶
Eco-Dome Sutheron|苏瑟伦生态圆顶
Eco-Dome Midrealm|中央生态圆顶
Ethereum Staging Grounds|复仇军前沿基地
Chapel Yard|礼拜堂广场
Access Shaft Zeon|瑟安竖井
Trelleum Mine|特雷卢姆矿井
Invasion Point: Destroyer|登陆场：破坏
Camp of Boom|砰砰博士的营地
Spinebreaker Pass|断背小径
Netherweb Ridge|灵网山脊
Derelict Caravan|被遗弃的篷车
Refugee Caravan|难民车队
Shadow Tomb|暗影墓穴
Veil Rhaze|哈兹鸦巢
Tomb of Lights|圣光之墓
Carrion Hill|腐臭山
Writhing Mound|痛苦之丘
Ring of Observance|仪式广场
Auchenai Grounds|奥金尼废墟
Cenarion Watchpost|塞纳里奥岗哨
Aldor Rise|奥尔多高地
Terrace of Light|圣光广场
Scryer's Tier|占星者之台
Lower City|贫民窟
Invasion Point: Overlord|登陆场：霸王
Allerian Post|奥蕾莉亚岗哨
Stonebreaker Camp|裂石营地
Boulder'mok|砾石营地
Cursed Hollow|诅咒洞窟
Coilfang Reservoir|盘牙水库
The Bloodwash|血浪海滩
Veridian Point|绿龙尖岬
Middenvale|废墟谷
The Lost Fold|损坏的兽笼
Mystwood|神木林
Tranquil Shore|静谧海岸
Goldenbough Pass|金枝小径
Runestone Falithas|法利萨斯符文石
Runestone Shan'dor|杉多尔符文石
Fairbridge Strand|玉桥海滩
Moongraze Woods|月痕林地
Toshley's Station|托什雷的基地
Singing Ridge|晶歌山脉
Shatter Point|破碎岗哨
Arklonis Ridge|阿尔科隆山脉
Bladespire Outpost|刀塔哨站
Northmaul Tower|北槌哨塔
Southmaul Tower|南槌哨塔
Shattered Plains|破碎平原
Oronok's Farm|欧鲁诺克农场
The Altar of Damnation|诅咒祭坛
The Path of Conquest|征服之路
Eclipsion Fields|日蚀平原
Bladespire Grounds|刀塔平原
Sketh'lon Base Camp|斯克瑟隆营地
Sketh'lon Wreckage|斯克瑟隆废墟
Town Square|城镇广场
Wizard Row|巫师街
Deathforge Tower|死亡熔炉哨塔
Slag Watch|熔渣哨塔
Sanctum of the Stars|群星圣殿
Dragonmaw Fortress|龙喉要塞
The Fetid Pool|恶臭之池
Razaan's Landing|拉扎安码头
Invasion Point: Cataclysm|登陆场：灾难
The Altar of Shadows|暗影祭坛
Netherwing Pass|灵翼小径
Wayne's Refuge|韦恩的避难所
The Scalding Pools|滚烫熔池
Magma Fields|熔岩平原
Crimson Watch|火红岗哨
Evergrove|常青林
Wyrmskull Bridge|龙颅之桥
Scalewing Shelf|鳞翼岩床
Wyrmskull Tunnel|龙颅小径
Hellfire Basin|地狱火盆地
The Shadow Stair|暗影阶梯
Sha'tari Outpost|沙塔尔前哨站
Sha'tari Base Camp|沙塔尔营地
Black Temple|黑暗神殿
Soulgrinder's Barrow|磨魂者之穴
Sorrow Wing Point|悲翼之地
Vim'gol's Circle|维姆高尔的法阵
Dragonspine Ridge|龙脊岭
Skyguard Outpost|天空卫队哨站
Netherwing Mines|灵翼矿洞
Dragonmaw Base Camp|龙喉营地
Dragonmaw Skyway|龙喉空港
Rivendark's Perch|雷文达克栖木
Obsidia's Perch|欧比斯迪栖木
Insidion's Perch|因斯迪安栖木
Furywing's Perch|弗雷文栖木
Blackwind Landing|黑风码头
Veil Harr'ik|哈雷克鸦巢
Terokk's Rest|泰罗克之墓
Veil Ala'rak|奥拉克鸦巢
Upper Veil Shil'ak|上层夏尔克鸦巢
Lower Veil Shil'ak|下层夏尔克鸦巢
The Frozen Sea|冰冻之海
Daggercap Bay|匕鞘湾
Valgarde|瓦加德
Wyrmskull Village|龙颅村
Nifflevar|尼弗莱瓦
Falls of Ymiron|伊米隆瀑布
Echo Reach|回音海滩
The Isle of Spears|长矛岛
Kamagua|卡玛古
Garvan's Reef|加维暗礁
Scalawag Point|无赖港
New Agamand|新阿加曼德
The Ancient Lift|上古升降梯
Westguard Turret|西部卫戍要塞塔楼
Halgrind|哈尔格林德
The Laughing Stand|欢笑之台
Baelgun's Excavation Site|巴尔古挖掘场
Explorers' League Outpost|探险者协会哨站
Westguard Keep|西部卫戍要塞
Steel Gate|钢铁之门
Vengeance Landing|复仇港
Baleheim|拜尔海姆
Skorn|斯克恩
Fort Wildervar|维德瓦堡垒
Vileprey Village|邪猎村
Ivald's Ruin|伊瓦尔德废墟
Gjalerbron|亚勒伯龙
Tomb of the Lost Kings|失落王者之墓
Shartuul's Transporter|沙图尔的传送器
Illidari Training Grounds|伊利达雷训练场
Mudsprocket|泥链镇
Camp Winterhoof|冬蹄营地
Mightstone Quarry|巨石采掘场
Bloodspore Plains|血孢平原
Gammoth|迦莫斯
Amber Ledge|琥珀崖
Coldarra|考达拉
The Westrift|西部裂谷
The Transitus Stair|永生之阶
Coast of Echoes|回音海岸
Riplash Strand|裂鞭海岸
Riplash Ruins|裂鞭废墟
Coast of Idols|巨像海岸
Pal'ea|帕尔依
Valiance Keep|无畏要塞
Winterfin Village|冬鳍村
The Borean Wall|北风之墙
The Geyser Fields|喷泉平原
Fizzcrank Pumping Station|菲兹兰克泵站
Taunka'le Village|牦牛村
Magnamoth Caverns|猛犸人洞穴
Coldrock Quarry|冷石采掘场
